request_id,shelter_id,relief_item_id,requested_quantity,current_stock,urgent_quantity,urgency_level,needed_by,status,notes,matched_wish_ids,total_matched_quantity,remaining_quantity,created_at,updated_at
request_004133,SH_016736,relief_item_000437,202,27,80,높음,2025-09-24T21:18:03,대기중,지진 상황 대비 요청,,0,169,2025-09-16T21:18:03,2025-09-16T21:18:03
request_004134,SH_008010,relief_item_000203,260,2,130,높음,2025-10-07T21:19:02,완료,지진 상황 대비 요청,,0,258,2025-09-16T21:19:02,2025-09-16T21:19:02
request_004135,SH_004292,relief_item_000093,1701,468,405,높음,2025-09-27T21:17:47,대기중,지진 상황 대비 요청,,0,1229,2025-09-16T21:17:47,2025-09-16T21:17:47
request_004136,SH_004543,relief_item_000681,2946,889,1979,중간,2025-10-14T21:17:08,대기중,지진 상황 대비 요청,,0,2056,2025-09-16T21:17:08,2025-09-16T21:17:08
request_004137,SH_015225,relief_item_000803,24,5,11,높음,2025-10-08T21:18:50,취소,지진 상황 대비 요청,,0,19,2025-09-16T21:18:50,2025-09-16T21:18:50
request_004138,SH_003768,relief_item_000768,1027,225,90,높음,2025-10-14T21:19:13,완료,지진 상황 대비 요청,,0,802,2025-09-16T21:19:13,2025-09-16T21:19:13
request_004139,SH_014870,relief_item_000940,2487,153,2180,높음,2025-09-21T21:18:47,매칭완료,지진 상황 대비 요청,,0,2334,2025-09-16T21:18:47,2025-09-16T21:18:47
request_004140,SH_022315,relief_item_000177,9542,2052,4827,높음,2025-10-08T21:17:11,완료,지진 상황 대비 요청,,0,7490,2025-09-16T21:17:11,2025-09-16T21:17:11
request_004141,SH_006265,relief_item_000013,686,15,452,높음,2025-09-29T21:17:32,매칭완료,지진 상황 대비 요청,,0,665,2025-09-16T21:17:32,2025-09-16T21:17:32
request_004142,SH_022760,relief_item_000180,2299,758,289,중간,2025-10-09T21:19:11,배송중,지진 상황 대비 요청,,0,1541,2025-09-16T21:19:11,2025-09-16T21:19:11
request_004143,SH_018931,relief_item_000690,37,3,17,높음,2025-10-07T21:17:10,대기중,한파 상황 대비 요청,,0,12,2025-09-16T21:17:10,2025-09-16T21:17:10
request_004144,SH_020631,relief_item_000756,73,9,57,높음,2025-10-11T21:19:34,대기중,지진 상황 대비 요청,,0,64,2025-09-16T21:19:34,2025-09-16T21:19:34
request_004145,SH_006248,relief_item_000562,57,7,0,높음,2025-10-07T21:18:19,취소,지진 상황 대비 요청,,0,50,2025-09-16T21:18:19,2025-09-16T21:18:19
request_004146,SH_021535,relief_item_000519,2397,601,1490,높음,2025-09-27T21:19:00,취소,지진 상황 대비 요청,,0,1796,2025-09-16T21:19:00,2025-09-16T21:19:00
request_004147,SH_015106,relief_item_000519,252,81,15,중간,2025-10-07T21:17:27,대기중,지진 상황 대비 요청,,0,171,2025-09-16T21:17:27,2025-09-16T21:17:27
request_004148,SH_021665,relief_item_000126,9532,1982,2965,높음,2025-09-25T21:16:56,대기중,지진 상황 대비 요청,,0,7550,2025-09-16T21:16:56,2025-09-16T21:16:56
request_004149,SH_015919,relief_item_000773,34,11,23,중간,2025-09-21T21:19:11,배송중,지진 상황 대비 요청,,0,23,2025-09-16T21:19:11,2025-09-16T21:19:11
request_004150,SH_020389,relief_item_000126,718,65,266,높음,2025-09-23T21:18:45,배송중,지진 상황 대비 요청,,0,653,2025-09-16T21:18:45,2025-09-16T21:18:45
request_004151,SH_011874,relief_item_000465,62,6,28,높음,2025-09-20T21:17:51,매칭완료,지진 상황 대비 요청,,0,56,2025-09-16T21:17:51,2025-09-16T21:17:51
request_004152,SH_010828,relief_item_000190,57,0,9,높음,2025-10-09T21:18:18,대기중,지진 상황 대비 요청,,0,56,2025-09-16T21:18:18,2025-09-16T21:18:18
request_004153,SH_017472,relief_item_000400,3739,181,1411,높음,2025-10-01T21:18:04,대기중,지진 상황 대비 요청,,0,3558,2025-09-16T21:18:04,2025-09-16T21:18:04
request_004154,SH_017430,relief_item_000729,1020,186,575,높음,2025-10-01T21:19:14,매칭완료,지진 상황 대비 요청,,0,834,2025-09-16T21:19:14,2025-09-16T21:19:14
request_004155,SH_004500,relief_item_000803,1450,474,839,중간,2025-09-30T21:18:32,완료,지진 상황 대비 요청,,0,976,2025-09-16T21:18:32,2025-09-16T21:18:32
request_004156,SH_013257,relief_item_000995,45,6,2,높음,2025-09-19T21:18:14,대기중,지진 상황 대비 요청,,0,39,2025-09-16T21:18:14,2025-09-16T21:18:14
request_004157,SH_005038,relief_item_000583,14,3,4,높음,2025-09-22T21:17:27,배송중,지진 상황 대비 요청,,0,11,2025-09-16T21:17:27,2025-09-16T21:17:27
request_004158,SH_015187,relief_item_000185,7,0,6,높음,2025-09-30T21:19:11,대기중,지진 상황 대비 요청,,0,2,2025-09-16T21:19:11,2025-09-16T21:19:11
request_004159,SH_020424,relief_item_000521,21,0,10,높음,2025-10-15T21:19:28,매칭완료,한파 상황 대비 요청,,0,12,2025-09-16T21:19:28,2025-09-16T21:19:28
request_004160,SH_011850,relief_item_000058,167,4,10,높음,2025-10-09T21:19:29,대기중,지진 상황 대비 요청,,0,161,2025-09-16T21:19:29,2025-09-16T21:19:29
request_004161,SH_002146,relief_item_000970,18,0,0,높음,2025-10-06T21:16:51,대기중,지진 상황 대비 요청,,0,18,2025-09-16T21:16:51,2025-09-16T21:16:51
request_004162,SH_016562,relief_item_000171,1820,186,722,높음,2025-10-14T21:19:02,대기중,지진 상황 대비 요청,,0,1627,2025-09-16T21:19:02,2025-09-16T21:19:02
request_004163,SH_003776,relief_item_000141,573,187,315,중간,2025-09-19T21:17:49,완료,지진 상황 대비 요청,,0,386,2025-09-16T21:17:49,2025-09-16T21:17:49
request_004164,SH_001519,relief_item_000014,43,1,18,높음,2025-09-23T21:18:46,대기중,지진 상황 대비 요청,,0,38,2025-09-16T21:18:46,2025-09-16T21:18:46
request_004165,SH_001477,relief_item_000002,10282,1882,7280,높음,2025-09-27T21:19:18,대기중,지진 상황 대비 요청,,0,8361,2025-09-16T21:19:18,2025-09-16T21:19:18
request_004166,SH_001189,relief_item_000807,451,34,103,높음,2025-10-03T21:18:56,배송중,지진 상황 대비 요청,,0,417,2025-09-16T21:18:56,2025-09-16T21:18:56
request_004167,SH_019139,relief_item_000506,2175,445,697,높음,2025-10-08T21:19:32,대기중,지진 상황 대비 요청,,0,1725,2025-09-16T21:19:32,2025-09-16T21:19:32
request_004168,SH_001556,relief_item_000894,2645,247,474,높음,2025-10-01T21:19:26,완료,지진 상황 대비 요청,,0,2398,2025-09-16T21:19:26,2025-09-16T21:19:26
request_004169,SH_012244,relief_item_000729,1522,236,901,높음,2025-10-07T21:18:37,매칭완료,지진 상황 대비 요청,,0,1285,2025-09-16T21:18:37,2025-09-16T21:18:37
request_004170,SH_019300,relief_item_000289,15,5,10,중간,2025-10-16T21:17:11,대기중,지진 상황 대비 요청,,0,10,2025-09-16T21:17:11,2025-09-16T21:17:11
request_004171,SH_009309,relief_item_000961,397,57,256,높음,2025-09-22T21:17:51,대기중,지진 상황 대비 요청,,0,337,2025-09-16T21:17:51,2025-09-16T21:17:51
request_004172,SH_006436,relief_item_000123,1729,218,743,높음,2025-09-29T21:17:45,배송중,지진 상황 대비 요청,,0,1511,2025-09-16T21:17:45,2025-09-16T21:17:45
request_004173,SH_004785,relief_item_000465,42,2,18,높음,2025-10-11T21:17:13,매칭완료,한파 상황 대비 요청,,0,38,2025-09-16T21:17:13,2025-09-16T21:17:13
request_004174,SH_002681,relief_item_000110,15,0,8,높음,2025-09-23T21:18:52,대기중,지진 상황 대비 요청,,0,15,2025-09-16T21:18:52,2025-09-16T21:18:52
request_004175,SH_002537,relief_item_000201,20,1,11,높음,2025-09-17T21:18:36,대기중,해일 상황 대비 요청,,0,8,2025-09-16T21:18:36,2025-09-16T21:18:36
request_004176,SH_022400,relief_item_000458,13,0,3,높음,2025-10-08T21:16:59,대기중,폭염 상황 대비 요청,,0,13,2025-09-16T21:16:59,2025-09-16T21:16:59
request_004177,SH_017207,relief_item_000302,358,44,284,높음,2025-10-16T21:18:47,매칭완료,지진 상황 대비 요청,,0,313,2025-09-16T21:18:47,2025-09-16T21:18:47
request_004178,SH_000963,relief_item_000914,3400,615,437,높음,2025-10-09T21:18:15,대기중,지진 상황 대비 요청,,0,2785,2025-09-16T21:18:15,2025-09-16T21:18:15
request_004179,SH_017842,relief_item_000592,62,13,49,높음,2025-10-14T21:19:14,대기중,지진 상황 대비 요청,,0,42,2025-09-16T21:19:14,2025-09-16T21:19:14
request_004180,SH_018639,relief_item_000792,307,94,110,중간,2025-10-09T21:17:11,대기중,해일 상황 대비 요청,,0,187,2025-09-16T21:17:11,2025-09-16T21:17:11
request_004181,SH_017633,relief_item_000113,3184,1000,1056,중간,2025-09-17T21:16:59,대기중,지진 상황 대비 요청,,0,2148,2025-09-16T21:16:59,2025-09-16T21:16:59
request_004182,SH_007641,relief_item_000185,294,45,132,높음,2025-10-07T21:18:17,배송중,지진 상황 대비 요청,,0,249,2025-09-16T21:18:17,2025-09-16T21:18:17
request_004183,SH_016475,relief_item_000658,5422,597,1198,높음,2025-10-01T21:18:44,대기중,지진 상황 대비 요청,,0,4821,2025-09-16T21:18:44,2025-09-16T21:18:44
request_004184,SH_013876,relief_item_000204,2308,267,1228,높음,2025-09-24T21:18:49,대기중,지진 상황 대비 요청,,0,2030,2025-09-16T21:18:49,2025-09-16T21:18:49
request_004185,SH_020401,relief_item_000631,36,12,24,중간,2025-10-06T21:19:32,배송중,지진 상황 대비 요청,,0,24,2025-09-16T21:19:32,2025-09-16T21:19:32
request_004186,SH_021962,relief_item_000101,1153,185,207,높음,2025-09-25T21:17:15,매칭완료,지진 상황 대비 요청,,0,968,2025-09-16T21:17:15,2025-09-16T21:17:15
request_004187,SH_011779,relief_item_000880,45,4,3,높음,2025-10-12T21:17:01,매칭완료,지진 상황 대비 요청,,0,41,2025-09-16T21:17:01,2025-09-16T21:17:01
request_004188,SH_003015,relief_item_000247,2430,86,153,높음,2025-10-05T21:18:53,대기중,지진 상황 대비 요청,,0,2344,2025-09-16T21:18:53,2025-09-16T21:18:53
request_004189,SH_011469,relief_item_000026,4727,642,2808,높음,2025-09-26T21:18:21,대기중,지진 상황 대비 요청,,0,4085,2025-09-16T21:18:21,2025-09-16T21:18:21
request_004190,SH_019968,relief_item_000029,17,5,5,높음,2025-09-24T21:18:34,완료,지진 상황 대비 요청,,0,12,2025-09-16T21:18:34,2025-09-16T21:18:34
request_004191,SH_016085,relief_item_000821,376,3,92,높음,2025-09-28T21:18:57,대기중,지진 상황 대비 요청,,0,372,2025-09-16T21:18:57,2025-09-16T21:18:57
request_004192,SH_011098,relief_item_000692,11,1,2,높음,2025-10-12T21:19:33,배송중,지진 상황 대비 요청,,0,10,2025-09-16T21:19:33,2025-09-16T21:19:33
request_004193,SH_020647,relief_item_000335,13,4,1,중간,2025-10-10T21:17:44,배송중,한파 상황 대비 요청,,0,9,2025-09-16T21:17:44,2025-09-16T21:17:44
request_004194,SH_017352,relief_item_000481,1226,202,443,높음,2025-10-02T21:19:19,대기중,지진 상황 대비 요청,,0,960,2025-09-16T21:19:19,2025-09-16T21:19:19
request_004195,SH_013395,relief_item_000458,18,6,3,중간,2025-10-01T21:18:54,대기중,지진 상황 대비 요청,,0,7,2025-09-16T21:18:54,2025-09-16T21:18:54
request_004196,SH_008775,relief_item_000887,128,26,75,높음,2025-10-12T21:18:39,배송중,지진 상황 대비 요청,,0,102,2025-09-16T21:18:39,2025-09-16T21:18:39
request_004197,SH_002725,relief_item_000854,44,14,11,중간,2025-10-04T21:19:11,완료,한파 상황 대비 요청,,0,30,2025-09-16T21:19:11,2025-09-16T21:19:11
request_004198,SH_019663,relief_item_000021,884,246,160,높음,2025-10-12T21:18:12,배송중,지진 상황 대비 요청,,0,638,2025-09-16T21:18:12,2025-09-16T21:18:12
request_004199,SH_008387,relief_item_000851,737,57,144,높음,2025-10-09T21:18:05,매칭완료,지진 상황 대비 요청,,0,680,2025-09-16T21:18:05,2025-09-16T21:18:05
request_004200,SH_020085,relief_item_000346,800,197,93,높음,2025-09-22T21:17:56,대기중,지진 상황 대비 요청,,0,603,2025-09-16T21:17:56,2025-09-16T21:17:56
request_004201,SH_007699,relief_item_000428,34,4,30,높음,2025-09-17T21:17:21,완료,폭염 상황 대비 요청,,0,30,2025-09-16T21:17:21,2025-09-16T21:17:21
request_004202,SH_007711,relief_item_000817,22781,5343,2887,높음,2025-09-27T21:17:45,완료,지진 상황 대비 요청,,0,17438,2025-09-16T21:17:45,2025-09-16T21:17:45
request_004203,SH_002663,relief_item_000760,37,2,34,높음,2025-10-08T21:19:01,대기중,해일 상황 대비 요청,,0,35,2025-09-16T21:19:01,2025-09-16T21:19:01
request_004204,SH_008515,relief_item_000952,72,2,3,높음,2025-10-06T21:17:48,대기중,지진 상황 대비 요청,,0,64,2025-09-16T21:17:48,2025-09-16T21:17:48
request_004205,SH_019793,relief_item_000395,560,118,327,높음,2025-09-23T21:19:15,매칭완료,지진 상황 대비 요청,,0,441,2025-09-16T21:19:15,2025-09-16T21:19:15
request_004206,SH_021571,relief_item_000037,8,2,6,높음,2025-09-26T21:17:05,매칭완료,해일 상황 대비 요청,,0,0,2025-09-16T21:17:05,2025-09-16T21:17:05
request_004207,SH_003758,relief_item_000219,27,2,11,높음,2025-10-14T21:18:21,대기중,지진 상황 대비 요청,,0,11,2025-09-16T21:18:21,2025-09-16T21:18:21
request_004208,SH_009327,relief_item_000998,56,13,43,높음,2025-09-21T21:16:52,배송중,한파 상황 대비 요청,,0,43,2025-09-16T21:16:52,2025-09-16T21:16:52
request_004209,SH_011477,relief_item_000086,547,80,324,높음,2025-09-17T21:19:20,대기중,지진 상황 대비 요청,,0,467,2025-09-16T21:19:20,2025-09-16T21:19:20
request_004210,SH_000099,relief_item_000125,1270,44,741,높음,2025-10-02T21:18:38,매칭완료,지진 상황 대비 요청,,0,1226,2025-09-16T21:18:38,2025-09-16T21:18:38
request_004211,SH_016532,relief_item_000783,580,133,320,높음,2025-09-21T21:19:16,배송중,지진 상황 대비 요청,,0,447,2025-09-16T21:19:16,2025-09-16T21:19:16
request_004212,SH_004334,relief_item_000720,17,3,12,높음,2025-09-28T21:16:51,대기중,지진 상황 대비 요청,,0,5,2025-09-16T21:16:51,2025-09-16T21:16:51
request_004213,SH_014399,relief_item_000674,28,4,20,높음,2025-10-04T21:17:45,배송중,한파 상황 대비 요청,,0,24,2025-09-16T21:17:45,2025-09-16T21:17:45
request_004214,SH_006674,relief_item_000637,21,5,15,높음,2025-10-05T21:17:31,매칭완료,지진 상황 대비 요청,,0,0,2025-09-16T21:17:31,2025-09-16T21:17:31
request_004215,SH_002770,relief_item_000880,26,1,19,높음,2025-10-14T21:19:50,대기중,폭염 상황 대비 요청,,0,25,2025-09-16T21:19:50,2025-09-16T21:19:50
request_004216,SH_003778,relief_item_000866,3041,793,251,높음,2025-10-06T21:18:26,대기중,지진 상황 대비 요청,,0,2181,2025-09-16T21:18:26,2025-09-16T21:18:26
request_004217,SH_003573,relief_item_000087,137,22,78,높음,2025-10-09T21:18:34,대기중,지진 상황 대비 요청,,0,108,2025-09-16T21:18:34,2025-09-16T21:18:34
request_004218,SH_021965,relief_item_000619,315,104,18,중간,2025-10-06T21:18:08,완료,지진 상황 대비 요청,,0,211,2025-09-16T21:18:08,2025-09-16T21:18:08
request_004219,SH_019825,relief_item_000635,9,1,8,높음,2025-09-24T21:17:01,매칭완료,한파 상황 대비 요청,,0,2,2025-09-16T21:17:01,2025-09-16T21:17:01
request_004220,SH_003853,relief_item_000027,97,1,71,높음,2025-09-28T21:17:30,대기중,지진 상황 대비 요청,,0,87,2025-09-16T21:17:30,2025-09-16T21:17:30
request_004221,SH_020655,relief_item_000111,7,1,2,높음,2025-10-10T21:19:26,대기중,한파 상황 대비 요청,,0,6,2025-09-16T21:19:26,2025-09-16T21:19:26
request_004222,SH_011846,relief_item_000133,37,3,10,높음,2025-10-07T21:17:48,완료,지진 상황 대비 요청,,0,34,2025-09-16T21:17:48,2025-09-16T21:17:48
request_004223,SH_001827,relief_item_000717,149,26,58,높음,2025-09-22T21:19:06,대기중,지진 상황 대비 요청,,0,123,2025-09-16T21:19:06,2025-09-16T21:19:06
request_004224,SH_005999,relief_item_000199,162,28,83,높음,2025-10-14T21:17:16,대기중,한파 상황 대비 요청,,0,134,2025-09-16T21:17:16,2025-09-16T21:17:16
request_004225,SH_022765,relief_item_000396,348,1,58,높음,2025-09-28T21:19:29,대기중,지진 상황 대비 요청,,0,344,2025-09-16T21:19:29,2025-09-16T21:19:29
request_004226,SH_020776,relief_item_000162,37,11,5,높음,2025-10-07T21:18:44,대기중,지진 상황 대비 요청,,0,26,2025-09-16T21:18:44,2025-09-16T21:18:44
request_004227,SH_015628,relief_item_000959,475,87,116,높음,2025-09-18T21:16:59,배송중,지진 상황 대비 요청,,0,388,2025-09-16T21:16:59,2025-09-16T21:16:59
request_004228,SH_008837,relief_item_000963,1123,129,227,높음,2025-10-11T21:18:18,배송중,지진 상황 대비 요청,,0,994,2025-09-16T21:18:18,2025-09-16T21:18:18
request_004229,SH_001760,relief_item_000805,188,19,44,높음,2025-09-23T21:19:06,매칭완료,지진 상황 대비 요청,,0,165,2025-09-16T21:19:06,2025-09-16T21:19:06
request_004230,SH_003296,relief_item_000783,2398,303,77,높음,2025-10-12T21:17:07,대기중,지진 상황 대비 요청,,0,2095,2025-09-16T21:17:07,2025-09-16T21:17:07
request_004231,SH_011645,relief_item_000121,2502,362,69,높음,2025-09-17T21:18:32,대기중,지진 상황 대비 요청,,0,2116,2025-09-16T21:18:32,2025-09-16T21:18:32
request_004232,SH_003909,relief_item_000463,3184,355,1841,높음,2025-10-08T21:18:44,완료,지진 상황 대비 요청,,0,2829,2025-09-16T21:18:44,2025-09-16T21:18:44
request_004233,SH_002684,relief_item_000851,19,4,1,높음,2025-09-25T21:19:47,매칭완료,지진 상황 대비 요청,,0,15,2025-09-16T21:19:47,2025-09-16T21:19:47
request_004234,SH_009874,relief_item_000403,562,176,371,중간,2025-09-30T21:19:49,완료,지진 상황 대비 요청,,0,386,2025-09-16T21:19:49,2025-09-16T21:19:49
request_004235,SH_003570,relief_item_000467,17,1,5,높음,2025-10-11T21:17:38,배송중,지진 상황 대비 요청,,0,16,2025-09-16T21:17:38,2025-09-16T21:17:38
request_004236,SH_012312,relief_item_000537,508,77,89,높음,2025-10-07T21:18:18,대기중,지진 상황 대비 요청,,0,406,2025-09-16T21:18:18,2025-09-16T21:18:18
request_004237,SH_013423,relief_item_000862,155,0,122,높음,2025-10-07T21:18:48,완료,지진 상황 대비 요청,,0,155,2025-09-16T21:18:48,2025-09-16T21:18:48
request_004238,SH_019880,relief_item_000251,50,7,24,높음,2025-10-07T21:17:48,대기중,한파 상황 대비 요청,,0,34,2025-09-16T21:17:48,2025-09-16T21:17:48
request_004239,SH_001280,relief_item_000782,2541,200,387,높음,2025-10-04T21:19:00,대기중,지진 상황 대비 요청,,0,2341,2025-09-16T21:19:00,2025-09-16T21:19:00
request_004240,SH_000786,relief_item_000638,65,15,17,높음,2025-10-05T21:17:44,대기중,지진 상황 대비 요청,,0,50,2025-09-16T21:17:44,2025-09-16T21:17:44
request_004241,SH_005509,relief_item_000750,2319,407,519,높음,2025-09-22T21:17:48,대기중,지진 상황 대비 요청,,0,1910,2025-09-16T21:17:48,2025-09-16T21:17:48
request_004242,SH_000500,relief_item_000651,894,116,397,높음,2025-09-30T21:16:57,매칭완료,지진 상황 대비 요청,,0,755,2025-09-16T21:16:57,2025-09-16T21:16:57
request_004243,SH_002434,relief_item_000248,570,12,471,높음,2025-10-14T21:17:01,대기중,지진 상황 대비 요청,,0,551,2025-09-16T21:17:01,2025-09-16T21:17:01
request_004244,SH_002388,relief_item_000880,431,96,212,높음,2025-09-28T21:17:17,매칭완료,지진 상황 대비 요청,,0,335,2025-09-16T21:17:17,2025-09-16T21:17:17
request_004245,SH_009880,relief_item_000088,397,63,315,높음,2025-10-03T21:19:01,대기중,지진 상황 대비 요청,,0,328,2025-09-16T21:19:01,2025-09-16T21:19:01
request_004246,SH_001792,relief_item_000369,48,15,26,중간,2025-10-12T21:17:27,대기중,지진 상황 대비 요청,,0,27,2025-09-16T21:17:27,2025-09-16T21:17:27
request_004247,SH_001995,relief_item_000983,915,7,634,높음,2025-10-13T21:18:35,대기중,지진 상황 대비 요청,,0,908,2025-09-16T21:18:35,2025-09-16T21:18:35
request_004248,SH_004685,relief_item_000957,2732,277,464,높음,2025-10-11T21:17:35,대기중,지진 상황 대비 요청,,0,2454,2025-09-16T21:17:35,2025-09-16T21:17:35
request_004249,SH_005243,relief_item_000738,817,224,25,높음,2025-09-18T21:17:15,대기중,지진 상황 대비 요청,,0,572,2025-09-16T21:17:15,2025-09-16T21:17:15
request_004250,SH_019053,relief_item_000177,241,60,127,높음,2025-10-11T21:16:52,대기중,지진 상황 대비 요청,,0,181,2025-09-16T21:16:52,2025-09-16T21:16:52
request_004251,SH_017972,relief_item_000829,129,38,38,높음,2025-10-10T21:16:59,대기중,지진 상황 대비 요청,,0,78,2025-09-16T21:16:59,2025-09-16T21:16:59
request_004252,SH_015700,relief_item_000762,16,2,9,높음,2025-10-12T21:18:54,배송중,한파 상황 대비 요청,,0,14,2025-09-16T21:18:54,2025-09-16T21:18:54
request_004253,SH_008201,relief_item_000883,375,16,65,높음,2025-09-21T21:17:57,매칭완료,지진 상황 대비 요청,,0,357,2025-09-16T21:17:57,2025-09-16T21:17:57
request_004254,SH_015901,relief_item_000653,6251,1203,841,높음,2025-10-01T21:19:40,대기중,지진 상황 대비 요청,,0,5048,2025-09-16T21:19:40,2025-09-16T21:19:40
request_004255,SH_007029,relief_item_000563,48,5,10,높음,2025-10-16T21:18:07,매칭완료,지진 상황 대비 요청,,0,40,2025-09-16T21:18:07,2025-09-16T21:18:07
request_004256,SH_004832,relief_item_000819,39,8,25,높음,2025-10-15T21:18:08,대기중,지진 상황 대비 요청,,0,31,2025-09-16T21:18:08,2025-09-16T21:18:08
request_004257,SH_010728,relief_item_000725,33,4,1,높음,2025-10-11T21:17:25,대기중,지진 상황 대비 요청,,0,25,2025-09-16T21:17:25,2025-09-16T21:17:25
request_004258,SH_000610,relief_item_000089,91,2,25,높음,2025-10-15T21:17:18,대기중,폭염 상황 대비 요청,,0,60,2025-09-16T21:17:18,2025-09-16T21:17:18
request_004259,SH_013494,relief_item_000452,1273,88,52,높음,2025-10-13T21:18:06,대기중,지진 상황 대비 요청,,0,1154,2025-09-16T21:18:06,2025-09-16T21:18:06
request_004260,SH_022955,relief_item_000700,321,76,35,높음,2025-10-12T21:18:32,배송중,지진 상황 대비 요청,,0,245,2025-09-16T21:18:32,2025-09-16T21:18:32
request_004261,SH_016815,relief_item_000386,969,93,219,높음,2025-10-04T21:18:38,대기중,지진 상황 대비 요청,,0,866,2025-09-16T21:18:38,2025-09-16T21:18:38
request_004262,SH_017532,relief_item_000623,17,5,3,높음,2025-10-05T21:19:20,대기중,해일 상황 대비 요청,,0,7,2025-09-16T21:19:20,2025-09-16T21:19:20
request_004263,SH_007136,relief_item_000369,699,160,58,높음,2025-09-18T21:17:23,대기중,지진 상황 대비 요청,,0,438,2025-09-16T21:17:23,2025-09-16T21:17:23
request_004264,SH_018189,relief_item_000158,106,32,47,중간,2025-09-19T21:18:48,매칭완료,지진 상황 대비 요청,,0,71,2025-09-16T21:18:48,2025-09-16T21:18:48
request_004265,SH_007840,relief_item_000548,21,3,1,높음,2025-09-19T21:18:50,대기중,지진 상황 대비 요청,,0,11,2025-09-16T21:18:50,2025-09-16T21:18:50
request_004266,SH_016880,relief_item_000920,15,4,2,높음,2025-10-12T21:18:06,대기중,해일 상황 대비 요청,,0,11,2025-09-16T21:18:06,2025-09-16T21:18:06
request_004267,SH_021279,relief_item_000750,784,30,141,높음,2025-10-07T21:19:05,매칭완료,지진 상황 대비 요청,,0,754,2025-09-16T21:19:05,2025-09-16T21:19:05
request_004268,SH_020471,relief_item_000719,27,4,7,높음,2025-09-27T21:16:59,배송중,한파 상황 대비 요청,,0,23,2025-09-16T21:16:59,2025-09-16T21:16:59
request_004269,SH_012395,relief_item_000783,153,46,0,중간,2025-10-09T21:17:46,대기중,지진 상황 대비 요청,,0,107,2025-09-16T21:17:46,2025-09-16T21:17:46
request_004270,SH_008349,relief_item_000926,43,5,29,높음,2025-09-30T21:19:06,대기중,지진 상황 대비 요청,,0,32,2025-09-16T21:19:06,2025-09-16T21:19:06
request_004271,SH_009360,relief_item_000366,13,4,7,중간,2025-10-01T21:17:43,완료,해일 상황 대비 요청,,0,9,2025-09-16T21:17:43,2025-09-16T21:17:43
request_004272,SH_011507,relief_item_000282,39,10,1,높음,2025-10-13T21:19:16,대기중,지진 상황 대비 요청,,0,29,2025-09-16T21:19:16,2025-09-16T21:19:16
request_004273,SH_007353,relief_item_000110,7,0,6,높음,2025-09-17T21:18:57,대기중,지진 상황 대비 요청,,0,0,2025-09-16T21:18:57,2025-09-16T21:18:57
request_004274,SH_006469,relief_item_000536,11,2,8,높음,2025-09-28T21:19:42,대기중,지진 상황 대비 요청,,0,9,2025-09-16T21:19:42,2025-09-16T21:19:42
request_004275,SH_013230,relief_item_000914,769,41,307,높음,2025-10-04T21:17:34,대기중,지진 상황 대비 요청,,0,728,2025-09-16T21:17:34,2025-09-16T21:17:34
request_004276,SH_003020,relief_item_000336,1366,306,479,높음,2025-10-07T21:17:12,매칭완료,지진 상황 대비 요청,,0,1056,2025-09-16T21:17:12,2025-09-16T21:17:12
request_004277,SH_014699,relief_item_000289,200,17,171,높음,2025-09-17T21:19:10,대기중,지진 상황 대비 요청,,0,176,2025-09-16T21:19:10,2025-09-16T21:19:10
request_004278,SH_012894,relief_item_000809,344,54,13,높음,2025-09-29T21:17:28,취소,지진 상황 대비 요청,,0,290,2025-09-16T21:17:28,2025-09-16T21:17:28
request_004279,SH_013597,relief_item_000587,343,53,174,높음,2025-10-09T21:18:34,매칭완료,지진 상황 대비 요청,,0,287,2025-09-16T21:18:34,2025-09-16T21:18:34
request_004280,SH_000722,relief_item_000911,32,8,2,높음,2025-10-15T21:17:13,매칭완료,지진 상황 대비 요청,,0,24,2025-09-16T21:17:13,2025-09-16T21:17:13
request_004281,SH_000484,relief_item_000465,466,151,178,중간,2025-10-07T21:18:01,완료,지진 상황 대비 요청,,0,315,2025-09-16T21:18:01,2025-09-16T21:18:01
request_004282,SH_002526,relief_item_000101,99,33,44,중간,2025-09-19T21:18:42,매칭완료,지진 상황 대비 요청,,0,63,2025-09-16T21:18:42,2025-09-16T21:18:42
request_004283,SH_006133,relief_item_000898,391,41,6,높음,2025-09-17T21:18:39,대기중,지진 상황 대비 요청,,0,333,2025-09-16T21:18:39,2025-09-16T21:18:39
request_004284,SH_014681,relief_item_000838,9635,809,6380,높음,2025-09-24T21:17:12,배송중,지진 상황 대비 요청,,0,8826,2025-09-16T21:17:12,2025-09-16T21:17:12
request_004285,SH_010767,relief_item_000099,7,1,5,높음,2025-10-11T21:18:11,매칭완료,해일 상황 대비 요청,,0,2,2025-09-16T21:18:11,2025-09-16T21:18:11
request_004286,SH_003836,relief_item_000158,1539,361,372,높음,2025-10-07T21:18:23,매칭완료,지진 상황 대비 요청,,0,1170,2025-09-16T21:18:23,2025-09-16T21:18:23
request_004287,SH_010681,relief_item_000125,288,31,143,높음,2025-09-19T21:17:21,대기중,지진 상황 대비 요청,,0,255,2025-09-16T21:17:21,2025-09-16T21:17:21
request_004288,SH_017789,relief_item_000390,146,2,128,높음,2025-09-24T21:19:42,취소,지진 상황 대비 요청,,0,144,2025-09-16T21:19:42,2025-09-16T21:19:42
