consumption_id,shelter_id,disaster_incident_id,relief_item_id,consumed_quantity,start_date,end_date,duration_days,daily_consumption_rate,peak_consumption_day,peak_consumption_quantity,remain_item,shelter_occupancy,occupancy_rate,disaster_severity,weather_conditions,special_circumstances,waste_rate,satisfaction_score,adequacy_level,restock_frequency,seasonality,children_ratio,elderly_ratio,disabled_ratio,accessibility_score,distribution_efficiency,recorded_by,created_at,updated_at
consumption_003517,SH_001710,incident_000707,relief_item_000388,1,2017-08-14,2017-09-05,22,0.05,20,0,0,1302,0.13,중간,더위,"어린이 다수,고령자 포함",0.118,4.8,과다,0,여름,0.05,0.13,0.05,4.3,0.72,user_000005,2017-09-05,2017-09-05
consumption_003518,SH_010925,,relief_item_000277,1,2024-05-27,2024-06-22,26,0.04,18,0,0,2482,0.2,중간,추위,"고령자 포함,어린이 다수,반려동물 포함",0.085,2.5,적정,3,봄,0.08,0.19,0.1,2.2,0.6,user_000002,2024-06-22,2024-06-22
consumption_003519,SH_012955,incident_000023,relief_item_000852,13,2017-06-27,2017-07-05,8,1.62,1,3,0,82,0.63,낮음,더위,고령자 포함,0.14,3.0,과다,2,여름,0.28,0.15,0.05,3.0,0.98,user_000005,2017-07-05,2017-07-05
consumption_003520,SH_009666,incident_000347,relief_item_000266,1,2024-08-16,2024-09-04,19,0.05,10,0,0,176,0.74,중간,추위,"어린이 다수,고령자 포함,장애인 포함",0.027,3.6,적정,4,여름,0.18,0.03,0.02,4.2,0.68,user_000005,2024-09-04,2024-09-04
consumption_003521,SH_020424,,relief_item_000521,9,2024-04-26,2024-05-25,29,0.31,2,0,0,40,0.8,낮음,더위,고령자 포함,0.06,4.4,부족,3,봄,0.09,0.02,0.12,2.5,0.9,user_000008,2024-05-25,2024-05-25
consumption_003522,SH_001434,,relief_item_000916,2,2025-06-12,2025-06-26,14,0.14,3,0,0,28,0.8,높음,눈,"장애인 포함,어린이 다수,고령자 포함",0.009,3.9,적정,5,여름,0.36,0.09,0.15,3.8,0.63,user_000002,2025-06-26,2025-06-26
consumption_003523,SH_009569,incident_000156,relief_item_000594,3,2016-11-04,2016-12-02,28,0.11,5,0,0,4023,0.33,낮음,비,"고령자 포함,어린이 다수,장애인 포함",0.135,2.5,충분,1,가을,0.3,0.12,0.04,4.9,0.83,user_000005,2016-12-02,2016-12-02
consumption_003524,SH_007662,,relief_item_000378,4,2023-01-15,2023-02-01,17,0.24,17,0,0,2382,0.79,중간,일반,"어린이 다수,장애인 포함",0.078,2.8,충분,4,겨울,0.16,0.13,0.03,4.4,0.81,user_000007,2023-02-01,2023-02-01
consumption_003525,SH_018984,,relief_item_000527,0,2024-12-19,2025-01-11,23,0.0,4,0,0,662,0.92,높음,눈,장애인 포함,0.071,2.5,적정,1,겨울,0.39,0.19,0.01,4.5,0.68,user_000006,2025-01-11,2025-01-11
consumption_003526,SH_004045,,relief_item_000269,2,2018-02-11,2018-03-01,18,0.11,3,0,0,20811,0.68,높음,일반,"반려동물 포함,어린이 다수",0.15,2.8,적정,3,겨울,0.07,0.07,0.07,3.9,0.96,user_000001,2018-03-01,2018-03-01
consumption_003527,SH_013524,incident_000718,relief_item_000467,20,2020-11-03,2020-11-10,7,2.86,7,4,0,6120,0.72,낮음,비,"장애인 포함,고령자 포함",0.115,4.9,적정,5,가을,0.39,0.08,0.01,4.6,0.62,user_000004,2020-11-10,2020-11-10
consumption_003528,SH_016044,incident_000667,relief_item_000718,9,2017-08-01,2017-08-23,22,0.41,18,0,0,8996,0.46,중간,비,"장애인 포함,반려동물 포함,고령자 포함",0.1,3.4,충분,0,여름,0.27,0.27,0.12,4.8,0.74,user_000008,2017-08-23,2017-08-23
consumption_003529,SH_012469,,relief_item_000023,0,2023-04-13,2023-04-22,9,0.0,6,0,0,43,0.48,낮음,눈,고령자 포함,0.043,4.4,과다,0,봄,0.02,0.11,0.15,3.2,0.61,user_000009,2023-04-22,2023-04-22
consumption_003530,SH_015545,incident_000796,relief_item_000822,10,2017-08-03,2017-08-10,7,1.43,3,1,2,1328,0.44,중간,추위,어린이 다수,0.149,2.3,과다,2,여름,0.33,0.2,0.12,4.1,0.86,user_000007,2017-08-10,2017-08-10
consumption_003531,SH_010767,,relief_item_000099,4,2022-07-31,2022-08-15,15,0.27,2,0,0,55,0.69,높음,눈,반려동물 포함,0.031,2.2,충분,5,여름,0.02,0.24,0.1,3.6,0.7,user_000009,2022-08-15,2022-08-15
consumption_003532,SH_018075,,relief_item_000417,1,2021-07-03,2021-07-13,10,0.1,1,0,0,3935,0.71,중간,눈,어린이 다수,0.016,2.5,과다,4,여름,0.15,0.16,0.04,3.8,0.82,user_000009,2021-07-13,2021-07-13
consumption_003533,SH_003778,incident_000392,relief_item_000596,25,2021-02-23,2021-02-25,2,12.5,1,17,3,42789,0.92,중간,추위,"반려동물 포함,고령자 포함,장애인 포함",0.108,3.7,부족,3,겨울,0.03,0.26,0.11,2.3,0.67,user_000006,2021-02-25,2021-02-25
consumption_003534,SH_016150,incident_000203,relief_item_000769,29,2022-11-03,2022-11-23,20,1.45,11,1,1,2134,0.32,중간,비,"장애인 포함,반려동물 포함",0.132,4.0,부족,0,가을,0.21,0.1,0.01,3.3,0.83,user_000006,2022-11-23,2022-11-23
consumption_003535,SH_013938,incident_000702,relief_item_000523,3,2025-09-01,2025-09-28,27,0.11,18,0,0,14406,0.8,높음,추위,"장애인 포함,반려동물 포함",0.029,4.9,적정,1,가을,0.1,0.05,0.06,4.4,0.83,user_000006,2025-09-28,2025-09-28
consumption_003536,SH_010082,incident_000783,relief_item_000957,10,2024-04-19,2024-05-09,20,0.5,8,0,2,6138,0.34,높음,눈,어린이 다수,0.055,4.7,과다,2,봄,0.16,0.0,0.0,3.5,0.8,user_000009,2024-05-09,2024-05-09
consumption_003537,SH_001805,incident_000968,relief_item_000497,1,2020-05-10,2020-05-12,2,0.5,1,1,0,353,0.02,낮음,일반,반려동물 포함,0.042,3.3,적정,2,봄,0.06,0.08,0.04,3.6,0.62,user_000003,2020-05-12,2020-05-12
consumption_003538,SH_006352,incident_000298,relief_item_000700,0,2018-12-18,2019-01-07,20,0.0,4,0,0,42021,0.76,중간,비,"어린이 다수,고령자 포함,장애인 포함",0.056,2.5,부족,4,겨울,0.19,0.1,0.04,4.2,1.0,user_000002,2019-01-07,2019-01-07
consumption_003539,SH_006353,incident_000166,relief_item_000710,1,2021-07-18,2021-08-02,15,0.07,3,0,0,37598,0.77,중간,눈,반려동물 포함,0.098,2.4,과다,0,여름,0.11,0.09,0.04,2.4,0.99,user_000001,2021-08-02,2021-08-02
consumption_003540,SH_018801,,relief_item_000064,3,2025-02-04,2025-02-09,5,0.6,5,0,0,54385,0.89,높음,눈,반려동물 포함,0.14,3.0,적정,2,겨울,0.29,0.16,0.09,2.2,0.95,user_000010,2025-02-09,2025-02-09
consumption_003541,SH_013176,incident_000095,relief_item_000251,2,2024-07-28,2024-08-09,12,0.17,9,0,0,117,0.78,낮음,일반,"반려동물 포함,장애인 포함",0.102,3.0,과다,5,여름,0.06,0.05,0.05,2.8,0.62,user_000007,2024-08-09,2024-08-09
consumption_003542,SH_018026,,relief_item_000317,2,2020-08-11,2020-08-24,13,0.15,4,0,0,852,0.89,높음,눈,"고령자 포함,어린이 다수",0.131,2.6,과다,0,여름,0.16,0.16,0.1,4.0,0.61,user_000010,2020-08-24,2020-08-24
consumption_003543,SH_002690,,relief_item_000141,3,2021-09-23,2021-10-21,28,0.11,16,0,0,844,0.2,낮음,비,어린이 다수,0.089,4.8,부족,4,가을,0.07,0.2,0.05,3.0,0.78,user_000004,2021-10-21,2021-10-21
consumption_003544,SH_004135,,relief_item_000650,3,2016-10-12,2016-10-15,3,1.0,1,2,0,87,0.92,중간,일반,고령자 포함,0.117,2.6,부족,3,가을,0.29,0.12,0.14,4.7,0.73,user_000006,2016-10-15,2016-10-15
consumption_003545,SH_002145,,relief_item_000584,2,2016-12-14,2016-12-21,7,0.29,6,0,0,19,0.06,높음,더위,장애인 포함,0.138,2.8,적정,5,겨울,0.22,0.07,0.15,3.3,0.85,user_000006,2016-12-21,2016-12-21
consumption_003546,SH_003245,incident_000120,relief_item_000591,1,2019-06-11,2019-06-12,1,1.0,1,1,0,963,0.27,중간,눈,어린이 다수,0.027,2.7,부족,1,여름,0.18,0.26,0.1,2.7,0.69,user_000005,2019-06-12,2019-06-12
consumption_003547,SH_009336,,relief_item_000734,1,2017-10-26,2017-11-21,26,0.04,24,0,0,111,0.65,낮음,일반,"고령자 포함,장애인 포함,어린이 다수",0.083,2.3,적정,3,가을,0.02,0.0,0.11,4.4,0.64,user_000009,2017-11-21,2017-11-21
consumption_003548,SH_010405,,relief_item_000268,1,2021-01-24,2021-02-03,10,0.1,1,0,0,47498,0.61,높음,눈,고령자 포함,0.059,3.8,부족,5,겨울,0.07,0.0,0.04,4.7,0.93,user_000002,2021-02-03,2021-02-03
consumption_003549,SH_004247,,relief_item_000745,2,2019-08-23,2019-09-19,27,0.07,1,0,0,190,0.9,낮음,눈,고령자 포함,0.067,4.9,부족,0,여름,0.3,0.24,0.04,2.1,0.65,user_000007,2019-09-19,2019-09-19
consumption_003550,SH_015182,incident_000897,relief_item_000606,1,2016-07-23,2016-08-08,16,0.06,3,0,0,104,0.2,낮음,추위,"고령자 포함,반려동물 포함,장애인 포함",0.01,3.5,충분,5,여름,0.13,0.3,0.02,3.0,0.7,user_000001,2016-08-08,2016-08-08
consumption_003551,SH_021402,,relief_item_000562,6,2025-09-01,2025-09-28,27,0.22,7,0,1,471,0.1,낮음,추위,"장애인 포함,고령자 포함,반려동물 포함",0.141,3.8,부족,1,가을,0.0,0.22,0.12,2.6,0.96,user_000008,2025-09-28,2025-09-28
consumption_003552,SH_001664,,relief_item_000533,1,2022-03-14,2022-03-31,17,0.06,15,0,0,2219,0.87,높음,비,고령자 포함,0.033,2.8,부족,0,봄,0.36,0.03,0.04,4.8,0.72,user_000007,2022-03-31,2022-03-31
consumption_003553,SH_002467,incident_000757,relief_item_000259,1,2023-01-29,2023-02-27,29,0.03,17,0,0,15759,0.72,높음,일반,고령자 포함,0.01,3.0,과다,4,겨울,0.27,0.01,0.08,4.7,0.73,user_000010,2023-02-27,2023-02-27
consumption_003554,SH_005646,,relief_item_000334,0,2024-02-15,2024-03-05,19,0.0,17,0,0,51,0.16,중간,더위,"어린이 다수,고령자 포함",0.072,2.3,충분,3,겨울,0.03,0.27,0.09,3.5,0.93,user_000006,2024-03-05,2024-03-05
consumption_003555,SH_005758,,relief_item_000868,1,2019-05-26,2019-06-06,11,0.09,5,0,0,1656,0.98,낮음,눈,"어린이 다수,반려동물 포함,장애인 포함",0.062,2.4,부족,0,봄,0.19,0.11,0.12,4.6,0.82,user_000009,2019-06-06,2019-06-06
consumption_003556,SH_012012,,relief_item_000905,0,2016-09-25,2016-10-06,11,0.0,1,0,0,122,0.61,중간,일반,"반려동물 포함,어린이 다수",0.006,4.0,과다,5,가을,0.2,0.28,0.07,2.8,0.68,user_000006,2016-10-06,2016-10-06
consumption_003557,SH_021511,incident_000477,relief_item_000790,4,2018-09-22,2018-09-23,1,4.0,1,8,1,1269,0.49,중간,비,반려동물 포함,0.015,3.9,과다,1,가을,0.16,0.03,0.04,3.9,0.74,user_000001,2018-09-23,2018-09-23
consumption_003558,SH_008221,incident_000085,relief_item_000524,3,2021-10-14,2021-11-03,20,0.15,4,0,0,2801,0.89,높음,일반,"어린이 다수,고령자 포함",0.131,2.2,부족,0,가을,0.38,0.13,0.1,3.7,0.88,user_000002,2021-11-03,2021-11-03
consumption_003559,SH_020362,,relief_item_000021,1,2023-09-26,2023-10-08,12,0.08,6,0,0,22,0.37,낮음,일반,"어린이 다수,장애인 포함",0.148,3.8,충분,1,가을,0.22,0.28,0.0,3.9,0.82,user_000007,2023-10-08,2023-10-08
consumption_003560,SH_006107,incident_000957,relief_item_000407,6,2025-06-18,2025-07-15,27,0.22,12,0,0,7668,0.74,낮음,추위,"장애인 포함,어린이 다수,고령자 포함",0.033,2.1,적정,0,여름,0.34,0.09,0.01,3.2,0.7,user_000008,2025-07-15,2025-07-15
consumption_003561,SH_018026,,relief_item_000317,1,2020-07-24,2020-08-12,19,0.05,18,0,0,55,0.06,높음,눈,"반려동물 포함,장애인 포함",0.114,4.2,충분,2,여름,0.05,0.19,0.11,4.5,0.64,user_000010,2020-08-12,2020-08-12
consumption_003562,SH_007637,,relief_item_000552,5,2016-06-04,2016-06-16,12,0.42,7,0,0,8571,0.73,중간,눈,어린이 다수,0.1,4.6,충분,1,여름,0.21,0.26,0.08,4.8,0.79,user_000001,2016-06-16,2016-06-16
consumption_003563,SH_018754,incident_000697,relief_item_000245,2,2021-11-24,2021-12-20,26,0.08,21,0,0,51,0.05,낮음,눈,장애인 포함,0.031,3.6,적정,3,가을,0.05,0.02,0.01,4.1,0.78,user_000006,2021-12-20,2021-12-20
consumption_003564,SH_001016,incident_000499,relief_item_000953,2,2017-09-21,2017-10-18,27,0.07,4,0,0,12909,0.93,낮음,일반,"어린이 다수,반려동물 포함",0.039,4.8,부족,0,가을,0.39,0.03,0.1,2.4,0.79,user_000008,2017-10-18,2017-10-18
consumption_003565,SH_011486,incident_000498,relief_item_000578,0,2025-06-11,2025-06-20,9,0.0,7,0,0,55,0.65,높음,비,"반려동물 포함,장애인 포함,어린이 다수",0.095,3.6,부족,4,여름,0.22,0.22,0.14,2.6,0.67,user_000003,2025-06-20,2025-06-20
consumption_003566,SH_015722,incident_000286,relief_item_000817,0,2024-05-31,2024-06-09,9,0.0,5,0,0,3356,0.22,높음,일반,"어린이 다수,고령자 포함",0.069,2.3,적정,3,봄,0.24,0.19,0.11,3.1,0.96,user_000008,2024-06-09,2024-06-09
consumption_003567,SH_010200,,relief_item_000375,6,2017-02-27,2017-03-11,12,0.5,1,1,0,343,0.47,중간,일반,고령자 포함,0.141,5.0,적정,0,겨울,0.25,0.04,0.02,3.8,0.89,user_000007,2017-03-11,2017-03-11
consumption_003568,SH_020962,,relief_item_000781,2,2016-12-06,2016-12-07,1,2.0,1,4,0,59416,0.95,낮음,더위,어린이 다수,0.147,3.9,적정,3,겨울,0.07,0.15,0.07,3.4,0.63,user_000003,2016-12-07,2016-12-07
consumption_003569,SH_005623,,relief_item_000681,3,2023-06-01,2023-06-07,6,0.5,5,0,0,8023,0.77,낮음,눈,"어린이 다수,고령자 포함,장애인 포함",0.138,3.2,적정,5,여름,0.22,0.22,0.04,2.4,0.68,user_000010,2023-06-07,2023-06-07
consumption_003570,SH_016485,,relief_item_000868,0,2016-07-18,2016-08-13,26,0.0,3,0,0,5100,0.18,높음,추위,"어린이 다수,고령자 포함,반려동물 포함",0.122,4.9,과다,5,여름,0.23,0.28,0.04,2.3,0.82,user_000001,2016-08-13,2016-08-13
consumption_003571,SH_017481,incident_000328,relief_item_000387,1,2020-08-04,2020-08-14,10,0.1,7,0,0,186,0.93,높음,일반,"어린이 다수,장애인 포함,고령자 포함",0.115,4.9,충분,0,여름,0.17,0.06,0.08,4.5,0.9,user_000010,2020-08-14,2020-08-14
consumption_003572,SH_021912,,relief_item_000270,1,2022-12-20,2023-01-19,30,0.03,15,0,0,1302,0.05,높음,더위,반려동물 포함,0.009,2.3,과다,3,겨울,0.29,0.18,0.0,2.9,0.8,user_000001,2023-01-19,2023-01-19
consumption_003573,SH_012491,incident_000395,relief_item_000673,1,2018-09-13,2018-10-10,27,0.04,2,0,0,4892,1.0,중간,추위,"고령자 포함,장애인 포함,반려동물 포함",0.146,4.0,적정,1,가을,0.11,0.26,0.09,2.5,0.87,user_000010,2018-10-10,2018-10-10
consumption_003574,SH_007256,incident_000832,relief_item_000798,5,2018-01-02,2018-01-19,17,0.29,3,0,1,95678,0.66,높음,눈,"장애인 포함,고령자 포함",0.056,5.0,충분,0,겨울,0.22,0.01,0.1,2.7,0.96,user_000008,2018-01-19,2018-01-19
consumption_003575,SH_012635,incident_000661,relief_item_000027,11,2019-08-31,2019-09-28,28,0.39,6,0,2,141,0.02,낮음,일반,"고령자 포함,반려동물 포함,장애인 포함",0.14,4.5,부족,1,여름,0.04,0.15,0.07,3.2,0.69,user_000005,2019-09-28,2019-09-28
consumption_003576,SH_004915,incident_000083,relief_item_000234,3,2023-12-27,2024-01-23,27,0.11,4,0,0,8867,0.3,낮음,더위,"어린이 다수,반려동물 포함,장애인 포함",0.0,4.7,충분,5,겨울,0.25,0.26,0.04,3.7,0.76,user_000001,2024-01-23,2024-01-23
consumption_003577,SH_008169,,relief_item_000768,0,2018-12-28,2019-01-24,27,0.0,9,0,0,33,0.14,높음,일반,"어린이 다수,고령자 포함,반려동물 포함",0.042,2.4,과다,1,겨울,0.23,0.07,0.11,3.9,0.75,user_000006,2019-01-24,2019-01-24
consumption_003578,SH_021218,,relief_item_000820,3,2024-07-12,2024-08-03,22,0.14,4,0,0,93,0.47,높음,일반,"장애인 포함,반려동물 포함",0.063,2.4,충분,1,여름,0.24,0.03,0.09,2.1,0.92,user_000008,2024-08-03,2024-08-03
consumption_003579,SH_017870,,relief_item_000785,13,2021-10-10,2021-11-01,22,0.59,9,1,3,74,0.23,낮음,더위,"반려동물 포함,장애인 포함",0.079,3.4,과다,5,가을,0.23,0.25,0.04,3.2,0.97,user_000007,2021-11-01,2021-11-01
consumption_003580,SH_008026,incident_000754,relief_item_000699,2,2021-09-15,2021-10-01,16,0.12,3,0,0,1444,0.54,높음,눈,장애인 포함,0.136,5.0,부족,5,가을,0.07,0.01,0.15,4.1,0.9,user_000004,2021-10-01,2021-10-01
consumption_003581,SH_000956,incident_000453,relief_item_000894,4,2023-11-13,2023-11-15,2,2.0,1,3,0,85,0.85,중간,추위,어린이 다수,0.032,4.8,부족,0,가을,0.02,0.28,0.04,2.3,0.84,user_000001,2023-11-15,2023-11-15
consumption_003582,SH_020492,,relief_item_000568,3,2023-08-23,2023-09-03,11,0.27,2,0,0,49664,0.87,중간,추위,"반려동물 포함,고령자 포함",0.122,4.1,부족,1,여름,0.31,0.14,0.13,3.8,0.92,user_000007,2023-09-03,2023-09-03
consumption_003583,SH_009372,,relief_item_000222,1,2019-03-30,2019-04-03,4,0.25,3,0,0,143,0.71,높음,더위,"어린이 다수,반려동물 포함",0.08,2.9,충분,3,봄,0.22,0.21,0.14,4.6,0.63,user_000006,2019-04-03,2019-04-03
consumption_003584,SH_005600,incident_000251,relief_item_000100,5,2021-07-17,2021-07-23,6,0.83,2,1,0,41,0.09,중간,눈,"장애인 포함,고령자 포함",0.103,3.0,충분,1,여름,0.25,0.06,0.13,2.4,0.81,user_000002,2021-07-23,2021-07-23
consumption_003585,SH_001664,,relief_item_000533,1,2020-10-16,2020-11-02,17,0.06,7,0,0,156,0.06,높음,추위,어린이 다수,0.125,3.7,과다,2,가을,0.14,0.24,0.12,3.2,0.78,user_000007,2020-11-02,2020-11-02
consumption_003586,SH_017352,,relief_item_000481,9,2018-08-15,2018-08-16,1,9.0,1,10,0,4139,0.5,높음,일반,"고령자 포함,장애인 포함,반려동물 포함",0.128,2.3,과다,5,여름,0.03,0.06,0.01,2.2,0.95,user_000001,2018-08-16,2018-08-16
consumption_003587,SH_011032,,relief_item_000893,4,2017-12-09,2017-12-31,22,0.18,7,0,1,823,0.64,낮음,일반,어린이 다수,0.02,4.6,부족,3,겨울,0.27,0.2,0.06,4.6,0.78,user_000009,2017-12-31,2017-12-31
consumption_003588,SH_000500,,relief_item_000651,0,2024-02-15,2024-03-08,22,0.0,10,0,0,9768,0.98,높음,더위,반려동물 포함,0.039,4.6,충분,2,겨울,0.19,0.23,0.01,2.4,0.61,user_000004,2024-03-08,2024-03-08
consumption_003589,SH_018946,,relief_item_000495,1,2024-04-16,2024-05-01,15,0.07,5,0,0,4537,0.46,낮음,추위,"반려동물 포함,고령자 포함",0.072,3.1,과다,2,봄,0.01,0.11,0.09,4.3,0.72,user_000003,2024-05-01,2024-05-01
consumption_003590,SH_010210,,relief_item_000112,0,2022-03-02,2022-03-05,3,0.0,3,0,0,1185,0.14,중간,눈,"장애인 포함,반려동물 포함",0.143,3.4,과다,2,봄,0.37,0.28,0.12,3.1,1.0,user_000010,2022-03-05,2022-03-05
consumption_003591,SH_006130,incident_000438,relief_item_000692,0,2024-12-26,2025-01-06,11,0.0,6,0,0,255,0.21,높음,일반,"장애인 포함,고령자 포함,반려동물 포함",0.132,2.7,부족,0,겨울,0.08,0.05,0.12,4.2,0.97,user_000002,2025-01-06,2025-01-06
consumption_003592,SH_020909,incident_000659,relief_item_000304,12,2019-02-14,2019-03-14,28,0.43,6,0,0,20,0.17,낮음,추위,"반려동물 포함,장애인 포함",0.132,2.8,과다,1,겨울,0.05,0.3,0.12,2.9,0.68,user_000008,2019-03-14,2019-03-14
consumption_003593,SH_021352,,relief_item_000952,0,2025-09-07,2025-10-02,25,0.0,7,0,0,176,0.94,높음,눈,"어린이 다수,반려동물 포함",0.017,4.5,적정,1,가을,0.19,0.15,0.03,3.6,0.87,user_000001,2025-10-02,2025-10-02
consumption_003594,SH_006950,,relief_item_000665,1,2024-11-02,2024-11-18,16,0.06,3,0,0,142,0.75,중간,더위,"고령자 포함,어린이 다수,장애인 포함",0.008,2.9,부족,0,가을,0.15,0.08,0.04,2.3,0.68,user_000003,2024-11-18,2024-11-18
consumption_003595,SH_001203,incident_000520,relief_item_000458,13,2019-01-13,2019-01-14,1,13.0,1,19,2,137,0.76,높음,눈,"반려동물 포함,장애인 포함",0.08,4.8,적정,4,겨울,0.03,0.28,0.12,5.0,0.91,user_000005,2019-01-14,2019-01-14
consumption_003596,SH_016117,,relief_item_000965,6,2020-04-01,2020-04-11,10,0.6,9,0,1,61,0.08,중간,더위,"고령자 포함,어린이 다수,반려동물 포함",0.12,4.7,적정,2,봄,0.29,0.24,0.02,3.9,0.94,user_000009,2020-04-11,2020-04-11
consumption_003597,SH_019312,,relief_item_000755,2,2020-10-08,2020-11-03,26,0.08,13,0,0,129,0.65,중간,추위,"반려동물 포함,고령자 포함",0.134,2.0,충분,0,가을,0.1,0.27,0.15,3.2,0.63,user_000008,2020-11-03,2020-11-03
consumption_003598,SH_021594,,relief_item_000856,8,2020-03-04,2020-03-06,2,4.0,1,6,1,833,0.16,높음,더위,"어린이 다수,반려동물 포함,장애인 포함",0.019,4.7,부족,0,봄,0.08,0.25,0.14,3.7,0.82,user_000006,2020-03-06,2020-03-06
consumption_003599,SH_014990,incident_000595,relief_item_000281,8,2024-04-26,2024-05-06,10,0.8,3,0,1,692,0.94,낮음,눈,"고령자 포함,어린이 다수",0.069,3.0,과다,2,봄,0.26,0.02,0.11,2.2,0.61,user_000001,2024-05-06,2024-05-06
consumption_003600,SH_018741,,relief_item_000339,4,2024-12-14,2024-12-19,5,0.8,3,1,0,9636,0.74,높음,비,"어린이 다수,장애인 포함,반려동물 포함",0.064,2.0,과다,5,겨울,0.3,0.21,0.0,2.4,0.69,user_000006,2024-12-19,2024-12-19
consumption_003601,SH_019095,,relief_item_000659,0,2021-11-17,2021-11-20,3,0.0,3,0,0,1135,0.34,중간,추위,반려동물 포함,0.129,2.9,부족,5,가을,0.31,0.15,0.03,3.2,0.64,user_000003,2021-11-20,2021-11-20
consumption_003602,SH_019497,incident_000458,relief_item_000567,0,2022-10-04,2022-10-15,11,0.0,5,0,0,28,0.93,낮음,일반,고령자 포함,0.069,2.4,충분,0,가을,0.24,0.3,0.02,4.9,0.76,user_000007,2022-10-15,2022-10-15
consumption_003603,SH_011753,incident_000911,relief_item_000550,4,2024-01-29,2024-02-11,13,0.31,13,0,0,178,0.89,중간,일반,고령자 포함,0.116,3.6,부족,4,겨울,0.01,0.05,0.07,3.9,0.85,user_000003,2024-02-11,2024-02-11
consumption_003604,SH_015096,,relief_item_000845,1,2021-04-14,2021-05-14,30,0.03,12,0,0,18109,0.96,중간,일반,"장애인 포함,어린이 다수,반려동물 포함",0.092,2.1,과다,2,봄,0.16,0.1,0.1,3.2,0.93,user_000007,2021-05-14,2021-05-14
consumption_003605,SH_018480,,relief_item_000262,1,2020-03-11,2020-03-13,2,0.5,1,0,0,284,0.67,중간,비,"어린이 다수,장애인 포함",0.063,4.5,과다,1,봄,0.29,0.27,0.02,4.3,0.85,user_000002,2020-03-13,2020-03-13
consumption_003606,SH_006353,incident_000166,relief_item_000710,1,2021-03-01,2021-03-14,13,0.08,2,0,0,39295,0.8,낮음,더위,"어린이 다수,장애인 포함",0.078,3.9,과다,3,봄,0.37,0.07,0.1,4.5,0.78,user_000001,2021-03-14,2021-03-14
consumption_003607,SH_006922,,relief_item_000975,6,2016-06-10,2016-06-24,14,0.43,12,0,1,19,0.19,중간,눈,"고령자 포함,어린이 다수,반려동물 포함",0.105,4.4,충분,0,여름,0.14,0.09,0.09,2.8,0.95,user_000009,2016-06-24,2016-06-24
consumption_003608,SH_018774,,relief_item_000188,5,2021-11-07,2021-11-30,23,0.22,7,0,0,21320,0.7,낮음,일반,"고령자 포함,어린이 다수",0.136,2.7,부족,0,가을,0.12,0.13,0.03,2.0,0.64,user_000007,2021-11-30,2021-11-30
consumption_003609,SH_013641,,relief_item_000935,12,2016-01-19,2016-01-31,12,1.0,7,1,1,510,0.34,높음,비,반려동물 포함,0.038,4.2,과다,4,겨울,0.07,0.26,0.08,2.1,0.65,user_000006,2016-01-31,2016-01-31
consumption_003610,SH_016781,,relief_item_000033,4,2023-07-10,2023-07-14,4,1.0,1,1,0,13491,0.75,낮음,더위,"장애인 포함,반려동물 포함",0.116,3.0,적정,3,여름,0.07,0.19,0.03,2.1,0.77,user_000009,2023-07-14,2023-07-14
consumption_003611,SH_006284,,relief_item_000910,0,2016-09-29,2016-10-03,4,0.0,1,0,0,4141,0.47,높음,더위,"어린이 다수,장애인 포함",0.062,4.2,부족,2,가을,0.09,0.02,0.1,3.6,0.83,user_000004,2016-10-03,2016-10-03
consumption_003612,SH_005136,,relief_item_000723,2,2024-11-01,2024-11-03,2,1.0,2,2,0,268,0.38,낮음,눈,"반려동물 포함,장애인 포함",0.039,4.5,과다,1,가을,0.15,0.1,0.1,4.0,0.81,user_000010,2024-11-03,2024-11-03
consumption_003613,SH_007358,,relief_item_000245,2,2019-06-30,2019-07-07,7,0.29,4,0,0,3100,0.47,높음,눈,"고령자 포함,어린이 다수,장애인 포함",0.094,4.0,부족,5,여름,0.28,0.21,0.09,2.4,0.83,user_000006,2019-07-07,2019-07-07
consumption_003614,SH_015936,incident_000875,relief_item_000382,8,2016-02-19,2016-03-11,21,0.38,10,0,1,78,0.97,중간,눈,"어린이 다수,고령자 포함",0.051,2.6,적정,1,겨울,0.26,0.22,0.12,4.6,0.94,user_000008,2016-03-11,2016-03-11
consumption_003615,SH_017566,incident_000028,relief_item_000456,1,2016-06-05,2016-06-11,6,0.17,5,0,0,50,0.56,중간,비,"어린이 다수,장애인 포함,고령자 포함",0.087,3.8,적정,1,여름,0.29,0.22,0.12,4.4,0.8,user_000009,2016-06-11,2016-06-11
consumption_003616,SH_008300,incident_000722,relief_item_000734,13,2019-12-20,2020-01-02,13,1.0,5,1,1,10217,0.88,낮음,더위,"장애인 포함,고령자 포함,어린이 다수",0.009,3.4,충분,1,겨울,0.38,0.24,0.01,4.5,0.86,user_000007,2020-01-02,2020-01-02
consumption_003617,SH_004251,,relief_item_000809,1,2016-06-04,2016-06-07,3,0.33,2,0,0,672,0.22,중간,눈,"장애인 포함,고령자 포함,어린이 다수",0.135,4.7,충분,1,여름,0.08,0.26,0.03,3.9,0.7,user_000003,2016-06-07,2016-06-07
consumption_003618,SH_020388,incident_000539,relief_item_000663,2,2018-08-28,2018-09-14,17,0.12,14,0,0,4224,0.94,중간,눈,"고령자 포함,어린이 다수",0.11,3.9,적정,3,여름,0.13,0.15,0.11,2.3,0.7,user_000010,2018-09-14,2018-09-14
