stat_id,shelter_id,date,occupancy_count,occupancy_rate,new_arrivals,departures,total_meals_served,total_supplies_distributed,emergency_requests,staff_count,volunteer_count,created_at
stat_00026945,shelter_0074,2025-07-04 15:09:03.316503,446,1.0,1,0,1352,694,0,15,2,2025-07-05 15:08:03.316503
stat_00026946,shelter_0074,2025-07-05 15:09:03.316503,446,1.0,10,0,1338,397,0,19,21,2025-07-06 15:08:03.316503
stat_00026947,shelter_0074,2025-07-06 15:09:03.316503,439,0.984,0,7,1327,269,0,16,26,2025-07-07 15:08:03.316503
stat_00026948,shelter_0074,2025-07-07 15:09:03.316503,436,0.978,0,3,1326,574,0,16,2,2025-07-08 15:08:03.316503
stat_00026949,shelter_0074,2025-07-08 15:09:03.316503,438,0.982,2,0,1313,513,0,15,21,2025-07-09 15:08:03.316503
stat_00026950,shelter_0074,2025-07-09 15:09:03.316503,446,1.0,13,0,1353,364,0,6,30,2025-07-10 15:08:03.316503
stat_00026951,shelter_0074,2025-07-10 15:09:03.316503,438,0.982,0,8,1321,243,0,9,16,2025-07-11 15:08:03.316503
stat_00026952,shelter_0074,2025-07-11 15:09:03.316503,439,0.984,1,0,1309,845,0,13,28,2025-07-12 15:08:03.316503
stat_00026953,shelter_0074,2025-07-12 15:09:03.316503,436,0.978,0,3,1314,389,0,14,20,2025-07-13 15:08:03.316503
stat_00026954,shelter_0074,2025-07-13 15:09:03.316503,445,0.998,9,0,1355,489,0,8,23,2025-07-14 15:08:03.316503
stat_00026955,shelter_0074,2025-07-14 15:09:03.316503,442,0.991,0,3,1343,294,0,6,26,2025-07-15 15:08:03.316503
stat_00026956,shelter_0074,2025-07-15 15:09:03.316503,446,1.0,7,0,1332,58,0,20,10,2025-07-16 15:08:03.316503
stat_00026957,shelter_0074,2025-07-16 15:09:03.316503,436,0.978,0,10,1313,305,0,10,28,2025-07-17 15:08:03.316503
stat_00026958,shelter_0074,2025-07-17 15:09:03.316503,435,0.975,0,1,1320,334,0,8,8,2025-07-18 15:08:03.316503
stat_00026959,shelter_0074,2025-07-18 15:09:03.316503,446,1.0,15,0,1338,353,0,12,29,2025-07-19 15:08:03.316503
stat_00026960,shelter_0074,2025-07-19 15:09:03.316503,446,1.0,6,0,1331,186,2,15,6,2025-07-20 15:08:03.316503
stat_00026961,shelter_0074,2025-07-20 15:09:03.316503,446,1.0,14,0,1342,269,0,18,22,2025-07-21 15:08:03.316503
stat_00026962,shelter_0074,2025-07-21 15:09:03.316503,444,0.996,0,2,1325,816,0,6,0,2025-07-22 15:08:03.316503
stat_00026963,shelter_0074,2025-07-22 15:09:03.316503,446,1.0,5,0,1349,130,0,10,17,2025-07-23 15:08:03.316503
stat_00026964,shelter_0074,2025-07-23 15:09:03.316503,440,0.987,0,6,1332,672,0,13,17,2025-07-24 15:08:03.316503
stat_00026965,shelter_0074,2025-07-24 15:09:03.316503,445,0.998,5,0,1342,779,0,12,0,2025-07-25 15:08:03.316503
stat_00026966,shelter_0074,2025-07-25 15:09:03.316503,446,1.0,14,0,1353,529,0,15,14,2025-07-26 15:08:03.316503
stat_00026967,shelter_0074,2025-07-26 15:09:03.316503,445,0.998,0,1,1327,194,0,5,9,2025-07-27 15:08:03.316503
stat_00026968,shelter_0074,2025-07-27 15:09:03.316503,446,1.0,10,0,1346,367,0,6,13,2025-07-28 15:08:03.316503
stat_00026969,shelter_0074,2025-07-28 15:09:03.316503,446,1.0,1,0,1335,745,0,14,7,2025-07-29 15:08:03.316503
stat_00026970,shelter_0074,2025-07-29 15:09:03.316503,446,1.0,10,0,1339,786,0,6,10,2025-07-30 15:08:03.316503
stat_00026971,shelter_0074,2025-07-30 15:09:03.316503,446,1.0,1,0,1334,67,1,19,26,2025-07-31 15:08:03.316503
stat_00026972,shelter_0074,2025-07-31 15:09:03.316503,444,0.996,0,2,1325,624,0,6,28,2025-08-01 15:08:03.316503
stat_00026973,shelter_0074,2025-08-01 15:09:03.316503,446,1.0,13,0,1354,695,0,15,7,2025-08-02 15:08:03.316503
stat_00026974,shelter_0074,2025-08-02 15:09:03.316503,446,1.0,10,0,1347,855,0,13,7,2025-08-03 15:08:03.316503
stat_00026975,shelter_0074,2025-08-03 15:09:03.316503,446,1.0,0,0,1351,132,0,20,29,2025-08-04 15:08:03.316503
stat_00026976,shelter_0074,2025-08-04 15:09:03.316503,437,0.98,0,9,1303,521,0,6,4,2025-08-05 15:08:03.316503
stat_00026977,shelter_0074,2025-08-05 15:09:03.316503,427,0.957,0,10,1297,366,0,20,29,2025-08-06 15:08:03.316503
stat_00026978,shelter_0074,2025-08-06 15:09:03.316503,438,0.982,11,0,1307,20,0,12,9,2025-08-07 15:08:03.316503
stat_00026979,shelter_0074,2025-08-07 15:09:03.316503,438,0.982,0,0,1330,402,0,11,10,2025-08-08 15:08:03.316503
stat_00026980,shelter_0074,2025-08-08 15:09:03.316503,443,0.993,5,0,1348,680,0,6,7,2025-08-09 15:08:03.316503
stat_00026981,shelter_0074,2025-08-09 15:09:03.316503,446,1.0,8,0,1334,775,0,9,12,2025-08-10 15:08:03.316503
stat_00026982,shelter_0074,2025-08-10 15:09:03.316503,446,1.0,0,0,1329,764,0,8,27,2025-08-11 15:08:03.316503
stat_00026983,shelter_0074,2025-08-11 15:09:03.316503,446,1.0,0,0,1337,719,0,18,15,2025-08-12 15:08:03.316503
stat_00026984,shelter_0074,2025-08-12 15:09:03.316503,446,1.0,13,0,1358,740,0,11,15,2025-08-13 15:08:03.316503
stat_00026985,shelter_0074,2025-08-13 15:09:03.316503,446,1.0,5,0,1336,425,0,8,25,2025-08-14 15:08:03.316503
stat_00026986,shelter_0074,2025-08-14 15:09:03.316503,445,0.998,0,1,1344,387,0,5,7,2025-08-15 15:08:03.316503
stat_00026987,shelter_0074,2025-08-15 15:09:03.316503,446,1.0,10,0,1357,57,0,10,9,2025-08-16 15:08:03.316503
stat_00026988,shelter_0074,2025-08-16 15:09:03.316503,446,1.0,6,0,1342,102,0,9,13,2025-08-17 15:08:03.316503
stat_00026989,shelter_0074,2025-08-17 15:09:03.316503,446,1.0,7,0,1354,120,0,19,6,2025-08-18 15:08:03.316503
stat_00026990,shelter_0074,2025-08-18 15:09:03.316503,436,0.978,0,10,1315,69,0,20,28,2025-08-19 15:08:03.316503
stat_00026991,shelter_0074,2025-08-19 15:09:03.316503,436,0.978,0,0,1307,864,0,15,11,2025-08-20 15:08:03.316503
stat_00026992,shelter_0074,2025-08-20 15:09:03.316503,444,0.996,8,0,1330,151,4,11,24,2025-08-21 15:08:03.316503
stat_00026993,shelter_0074,2025-08-21 15:09:03.316503,446,1.0,12,0,1351,205,0,19,24,2025-08-22 15:08:03.316503
stat_00026994,shelter_0074,2025-08-22 15:09:03.316503,446,1.0,13,0,1354,748,0,11,23,2025-08-23 15:08:03.316503
stat_00026995,shelter_0074,2025-08-23 15:09:03.316503,446,1.0,5,0,1340,26,0,6,2,2025-08-24 15:08:03.316503
stat_00026996,shelter_0074,2025-08-24 15:09:03.316503,438,0.982,0,8,1330,402,0,16,17,2025-08-25 15:08:03.316503
stat_00026997,shelter_0074,2025-08-25 15:09:03.316503,434,0.973,0,4,1298,416,0,18,13,2025-08-26 15:08:03.316503
stat_00026998,shelter_0074,2025-08-26 15:09:03.316503,425,0.953,0,9,1280,626,0,20,8,2025-08-27 15:08:03.316503
stat_00026999,shelter_0074,2025-08-27 15:09:03.316503,420,0.942,0,5,1253,614,0,16,25,2025-08-28 15:08:03.316503
stat_00027000,shelter_0074,2025-08-28 15:09:03.316503,427,0.957,7,0,1298,617,0,20,15,2025-08-29 15:08:03.316503
stat_00027001,shelter_0074,2025-08-29 15:09:03.316503,425,0.953,0,2,1282,541,0,14,8,2025-08-30 15:08:03.316503
stat_00027002,shelter_0074,2025-08-30 15:09:03.316503,436,0.978,11,0,1315,301,0,20,10,2025-08-31 15:08:03.316503
stat_00027003,shelter_0074,2025-08-31 15:09:03.316503,439,0.984,3,0,1312,382,0,20,17,2025-09-01 15:08:03.316503
stat_00027004,shelter_0074,2025-09-01 15:09:03.316503,437,0.98,0,2,1312,246,0,17,6,2025-09-02 15:08:03.316503
stat_00027005,shelter_0074,2025-09-02 15:09:03.316503,435,0.975,0,2,1302,537,0,10,7,2025-09-03 15:08:03.316503
stat_00027006,shelter_0074,2025-09-03 15:09:03.316503,429,0.962,0,6,1307,153,0,13,0,2025-09-04 15:08:03.316503
stat_00027007,shelter_0074,2025-09-04 15:09:03.316503,427,0.957,0,2,1286,214,0,20,21,2025-09-05 15:08:03.316503
stat_00027008,shelter_0074,2025-09-05 15:09:03.316503,430,0.964,3,0,1304,547,0,18,6,2025-09-06 15:08:03.316503
stat_00027009,shelter_0074,2025-09-06 15:09:03.316503,429,0.962,0,1,1282,696,0,16,13,2025-09-07 15:08:03.316503
stat_00027010,shelter_0074,2025-09-07 15:09:03.316503,424,0.951,0,5,1263,786,0,15,9,2025-09-08 15:08:03.316503
stat_00027011,shelter_0075,2024-09-08 15:09:03.316503,2,0.012,2,0,7,2,0,9,2,2024-09-09 15:08:03.316503
stat_00027012,shelter_0075,2024-09-09 15:09:03.316503,0,0.0,0,4,10,0,0,6,27,2024-09-10 15:08:03.316503
stat_00027013,shelter_0075,2024-09-10 15:09:03.316503,14,0.086,14,0,49,1,2,17,25,2024-09-11 15:08:03.316503
stat_00027014,shelter_0075,2024-09-11 15:09:03.316503,25,0.154,11,0,88,13,0,19,4,2024-09-12 15:08:03.316503
stat_00027015,shelter_0075,2024-09-12 15:09:03.316503,16,0.099,0,9,48,23,0,7,2,2024-09-13 15:08:03.316503
stat_00027016,shelter_0075,2024-09-13 15:09:03.316503,14,0.086,0,2,50,11,1,20,13,2024-09-14 15:08:03.316503
stat_00027017,shelter_0075,2024-09-14 15:09:03.316503,10,0.062,0,4,46,6,0,16,13,2024-09-15 15:08:03.316503
stat_00027018,shelter_0075,2024-09-15 15:09:03.316503,2,0.012,0,8,-3,4,0,14,2,2024-09-16 15:08:03.316503
stat_00027019,shelter_0075,2024-09-16 15:09:03.316503,0,0.0,0,4,-5,0,0,19,6,2024-09-17 15:08:03.316503
stat_00027020,shelter_0075,2024-09-17 15:09:03.316503,13,0.08,13,0,49,4,0,6,1,2024-09-18 15:08:03.316503
stat_00027021,shelter_0075,2024-09-18 15:09:03.316503,9,0.056,0,4,17,13,0,14,17,2024-09-19 15:08:03.316503
stat_00027022,shelter_0075,2024-09-19 15:09:03.316503,21,0.13,12,0,60,34,0,5,22,2024-09-20 15:08:03.316503
stat_00027023,shelter_0075,2024-09-20 15:09:03.316503,27,0.167,6,0,74,1,1,11,8,2024-09-21 15:08:03.316503
stat_00027024,shelter_0075,2024-09-21 15:09:03.316503,33,0.204,6,0,106,11,0,11,22,2024-09-22 15:08:03.316503
stat_00027025,shelter_0075,2024-09-22 15:09:03.316503,29,0.179,0,4,106,40,0,5,30,2024-09-23 15:08:03.316503
stat_00027026,shelter_0075,2024-09-23 15:09:03.316503,123,0.759,0,0,379,39,0,14,23,2024-09-24 15:08:03.316503
stat_00027027,shelter_0075,2024-09-24 15:09:03.316503,130,0.802,7,0,394,233,0,16,30,2024-09-25 15:08:03.316503
stat_00027028,shelter_0075,2024-09-25 15:09:03.316503,143,0.883,13,0,442,284,0,5,28,2024-09-26 15:08:03.316503
stat_00027029,shelter_0075,2024-09-26 15:09:03.316503,154,0.951,11,0,472,296,0,17,5,2024-09-27 15:08:03.316503
stat_00027030,shelter_0075,2024-09-27 15:09:03.316503,162,1.0,8,0,489,246,0,20,8,2024-09-28 15:08:03.316503
stat_00027031,shelter_0075,2024-09-28 15:09:03.316503,162,1.0,8,0,482,183,0,8,9,2024-09-29 15:08:03.316503
stat_00027032,shelter_0075,2024-09-29 15:09:03.316503,162,1.0,0,0,501,83,0,18,20,2024-09-30 15:08:03.316503
stat_00027033,shelter_0075,2024-09-30 15:09:03.316503,160,0.988,0,2,491,8,0,7,17,2024-10-01 15:08:03.316503
stat_00027034,shelter_0075,2024-10-01 15:09:03.316503,155,0.957,0,5,458,82,0,10,5,2024-10-02 15:08:03.316503
stat_00027035,shelter_0075,2024-10-02 15:09:03.316503,150,0.926,0,5,444,258,0,17,1,2024-10-03 15:08:03.316503
stat_00027036,shelter_0075,2024-10-03 15:09:03.316503,160,0.988,10,0,481,228,0,8,18,2024-10-04 15:08:03.316503
stat_00027037,shelter_0075,2024-10-04 15:09:03.316503,162,1.0,9,0,491,113,1,7,18,2024-10-05 15:08:03.316503
stat_00027038,shelter_0075,2024-10-05 15:09:03.316503,154,0.951,0,8,462,139,0,6,30,2024-10-06 15:08:03.316503
stat_00027039,shelter_0075,2024-10-06 15:09:03.316503,162,1.0,10,0,477,120,0,5,22,2024-10-07 15:08:03.316503
stat_00027040,shelter_0075,2024-10-07 15:09:03.316503,162,1.0,1,0,481,191,0,13,18,2024-10-08 15:08:03.316503
stat_00027041,shelter_0075,2024-10-08 15:09:03.316503,157,0.969,0,5,478,206,3,5,3,2024-10-09 15:08:03.316503
stat_00027042,shelter_0075,2024-10-09 15:09:03.316503,154,0.951,0,3,482,267,0,13,29,2024-10-10 15:08:03.316503
stat_00027043,shelter_0075,2024-10-10 15:09:03.316503,152,0.938,0,2,449,23,5,5,16,2024-10-11 15:08:03.316503
stat_00027044,shelter_0075,2024-10-11 15:09:03.316503,146,0.901,0,6,429,133,0,15,5,2024-10-12 15:08:03.316503
stat_00027045,shelter_0075,2024-10-12 15:09:03.316503,159,0.981,13,0,494,22,0,9,22,2024-10-13 15:08:03.316503
stat_00027046,shelter_0075,2024-10-13 15:09:03.316503,162,1.0,9,0,492,157,0,9,2,2024-10-14 15:08:03.316503
stat_00027047,shelter_0075,2024-10-14 15:09:03.316503,154,0.951,0,8,459,76,0,13,29,2024-10-15 15:08:03.316503
stat_00027048,shelter_0075,2024-10-15 15:09:03.316503,151,0.932,0,3,448,53,0,9,17,2024-10-16 15:08:03.316503
stat_00027049,shelter_0075,2024-10-16 15:09:03.316503,162,1.0,11,0,492,294,3,12,25,2024-10-17 15:08:03.316503
stat_00027050,shelter_0075,2024-10-17 15:09:03.316503,157,0.969,0,5,487,57,0,10,7,2024-10-18 15:08:03.316503
stat_00027051,shelter_0075,2024-10-18 15:09:03.316503,158,0.975,1,0,473,288,0,12,6,2024-10-19 15:08:03.316503
stat_00027052,shelter_0075,2024-10-19 15:09:03.316503,162,1.0,14,0,476,35,0,13,28,2024-10-20 15:08:03.316503
stat_00027053,shelter_0075,2024-10-20 15:09:03.316503,160,0.988,0,2,477,99,0,16,29,2024-10-21 15:08:03.316503
stat_00027054,shelter_0075,2024-10-21 15:09:03.316503,162,1.0,5,0,492,139,0,13,11,2024-10-22 15:08:03.316503
stat_00027055,shelter_0075,2024-10-22 15:09:03.316503,154,0.951,0,8,453,189,0,14,23,2024-10-23 15:08:03.316503
stat_00027056,shelter_0075,2024-10-23 15:09:03.316503,145,0.895,0,9,438,257,0,6,26,2024-10-24 15:08:03.316503
stat_00027057,shelter_0075,2024-10-24 15:09:03.316503,143,0.883,0,2,443,103,0,17,29,2024-10-25 15:08:03.316503
stat_00027058,shelter_0075,2024-10-25 15:09:03.316503,140,0.864,0,3,421,262,0,8,25,2024-10-26 15:08:03.316503
stat_00027059,shelter_0075,2024-10-26 15:09:03.316503,140,0.864,0,0,415,47,0,15,29,2024-10-27 15:08:03.316503
stat_00027060,shelter_0075,2024-10-27 15:09:03.316503,135,0.833,0,5,409,247,0,18,20,2024-10-28 15:08:03.316503
stat_00027061,shelter_0075,2024-10-28 15:09:03.316503,126,0.778,0,9,380,160,0,8,4,2024-10-29 15:08:03.316503
stat_00027062,shelter_0075,2024-10-29 15:09:03.316503,125,0.772,0,1,381,158,0,13,8,2024-10-30 15:08:03.316503
stat_00027063,shelter_0075,2024-10-30 15:09:03.316503,120,0.741,0,5,370,176,0,10,14,2024-10-31 15:08:03.316503
stat_00027064,shelter_0075,2024-10-31 15:09:03.316503,128,0.79,8,0,395,113,0,15,4,2024-11-01 15:08:03.316503
stat_00027065,shelter_0075,2024-11-01 15:09:03.316503,127,0.784,0,1,400,165,0,18,15,2024-11-02 15:08:03.316503
stat_00027066,shelter_0075,2024-11-02 15:09:03.316503,132,0.815,5,0,396,135,0,14,14,2024-11-03 15:08:03.316503
stat_00027067,shelter_0075,2024-11-03 15:09:03.316503,133,0.821,1,0,404,10,0,18,26,2024-11-04 15:08:03.316503
stat_00027068,shelter_0075,2024-11-04 15:09:03.316503,127,0.784,0,6,393,85,0,9,12,2024-11-05 15:08:03.316503
stat_00027069,shelter_0075,2024-11-05 15:09:03.316503,142,0.877,15,0,428,231,1,5,27,2024-11-06 15:08:03.316503
stat_00027070,shelter_0075,2024-11-06 15:09:03.316503,135,0.833,0,7,404,95,0,8,15,2024-11-07 15:08:03.316503
stat_00027071,shelter_0075,2024-11-07 15:09:03.316503,125,0.772,0,10,386,120,0,5,5,2024-11-08 15:08:03.316503
stat_00027072,shelter_0075,2024-11-08 15:09:03.316503,117,0.722,0,8,345,78,0,6,17,2024-11-09 15:08:03.316503
stat_00027073,shelter_0075,2024-11-09 15:09:03.316503,115,0.71,0,2,348,39,0,6,16,2024-11-10 15:08:03.316503
stat_00027074,shelter_0075,2024-11-10 15:09:03.316503,122,0.753,7,0,375,120,0,16,26,2024-11-11 15:08:03.316503
stat_00027075,shelter_0075,2024-11-11 15:09:03.316503,122,0.753,0,0,359,39,0,20,11,2024-11-12 15:08:03.316503
stat_00027076,shelter_0075,2024-11-12 15:09:03.316503,116,0.716,0,6,351,35,0,14,16,2024-11-13 15:08:03.316503
stat_00027077,shelter_0075,2024-11-13 15:09:03.316503,122,0.753,6,0,362,192,0,19,28,2024-11-14 15:08:03.316503
stat_00027078,shelter_0075,2024-11-14 15:09:03.316503,117,0.722,0,5,368,4,0,7,6,2024-11-15 15:08:03.316503
stat_00027079,shelter_0075,2024-11-15 15:09:03.316503,108,0.667,0,9,342,175,0,9,13,2024-11-16 15:08:03.316503
stat_00027080,shelter_0075,2024-11-16 15:09:03.316503,104,0.642,0,4,305,106,0,12,7,2024-11-17 15:08:03.316503
stat_00027081,shelter_0075,2024-11-17 15:09:03.316503,113,0.698,9,0,340,48,0,10,4,2024-11-18 15:08:03.316503
stat_00027082,shelter_0075,2024-11-18 15:09:03.316503,118,0.728,5,0,373,31,0,14,30,2024-11-19 15:08:03.316503
stat_00027083,shelter_0075,2024-11-19 15:09:03.316503,114,0.704,0,4,351,68,0,18,24,2024-11-20 15:08:03.316503
stat_00027084,shelter_0075,2024-11-20 15:09:03.316503,112,0.691,0,2,339,146,1,16,13,2024-11-21 15:08:03.316503
stat_00027085,shelter_0075,2024-11-21 15:09:03.316503,108,0.667,0,4,317,139,0,15,13,2024-11-22 15:08:03.316503
stat_00027086,shelter_0075,2024-11-22 15:09:03.316503,110,0.679,2,0,344,185,0,8,18,2024-11-23 15:08:03.316503
stat_00027087,shelter_0075,2024-11-23 15:09:03.316503,113,0.698,3,0,330,44,4,5,21,2024-11-24 15:08:03.316503
stat_00027088,shelter_0075,2024-11-24 15:09:03.316503,123,0.759,10,0,380,193,4,20,0,2024-11-25 15:08:03.316503
stat_00027089,shelter_0075,2024-11-25 15:09:03.316503,128,0.79,5,0,400,200,0,18,4,2024-11-26 15:08:03.316503
stat_00027090,shelter_0075,2024-11-26 15:09:03.316503,140,0.864,12,0,410,12,0,8,3,2024-11-27 15:08:03.316503
stat_00027091,shelter_0075,2024-11-27 15:09:03.316503,136,0.84,0,4,411,60,5,19,14,2024-11-28 15:08:03.316503
stat_00027092,shelter_0075,2024-11-28 15:09:03.316503,147,0.907,11,0,457,74,0,12,9,2024-11-29 15:08:03.316503
stat_00027093,shelter_0075,2024-11-29 15:09:03.316503,143,0.883,0,4,421,137,0,6,28,2024-11-30 15:08:03.316503
stat_00027094,shelter_0075,2024-11-30 15:09:03.316503,151,0.932,8,0,465,84,0,10,8,2024-12-01 15:08:03.316503
stat_00027095,shelter_0075,2024-12-01 15:09:03.316503,154,0.951,3,0,455,29,0,7,27,2024-12-02 15:08:03.316503
stat_00027096,shelter_0075,2024-12-02 15:09:03.316503,144,0.889,0,10,427,145,0,16,1,2024-12-03 15:08:03.316503
stat_00027097,shelter_0075,2024-12-03 15:09:03.316503,162,1.0,9,0,501,111,0,8,1,2024-12-04 15:08:03.316503
stat_00027098,shelter_0075,2024-12-04 15:09:03.316503,162,1.0,11,0,484,197,0,11,26,2024-12-05 15:08:03.316503
stat_00027099,shelter_0075,2024-12-05 15:09:03.316503,162,1.0,13,0,485,97,0,12,18,2024-12-06 15:08:03.316503
stat_00027100,shelter_0075,2024-12-06 15:09:03.316503,162,1.0,8,0,493,55,0,5,13,2024-12-07 15:08:03.316503
stat_00027101,shelter_0075,2024-12-07 15:09:03.316503,162,1.0,9,0,498,207,0,6,16,2024-12-08 15:08:03.316503
stat_00027102,shelter_0075,2024-12-08 15:09:03.316503,162,1.0,6,0,506,320,0,8,21,2024-12-09 15:08:03.316503
stat_00027103,shelter_0075,2024-12-09 15:09:03.316503,162,1.0,7,0,500,9,0,20,18,2024-12-10 15:08:03.316503
stat_00027104,shelter_0075,2024-12-10 15:09:03.316503,162,1.0,6,0,505,71,0,19,12,2024-12-11 15:08:03.316503
stat_00027105,shelter_0075,2024-12-11 15:09:03.316503,152,0.938,0,10,449,236,0,11,6,2024-12-12 15:08:03.316503
stat_00027106,shelter_0075,2024-12-12 15:09:03.316503,157,0.969,5,0,475,251,0,9,18,2024-12-13 15:08:03.316503
stat_00027107,shelter_0075,2024-12-13 15:09:03.316503,158,0.975,1,0,491,77,0,9,19,2024-12-14 15:08:03.316503
stat_00027108,shelter_0075,2024-12-14 15:09:03.316503,156,0.963,0,2,469,143,0,5,3,2024-12-15 15:08:03.316503
stat_00027109,shelter_0075,2024-12-15 15:09:03.316503,149,0.92,0,7,464,166,0,16,5,2024-12-16 15:08:03.316503
stat_00027110,shelter_0075,2024-12-16 15:09:03.316503,158,0.975,9,0,476,270,0,18,19,2024-12-17 15:08:03.316503
stat_00027111,shelter_0075,2024-12-17 15:09:03.316503,162,1.0,9,0,480,123,0,16,6,2024-12-18 15:08:03.316503
stat_00027112,shelter_0075,2024-12-18 15:09:03.316503,154,0.951,0,8,480,193,0,12,7,2024-12-19 15:08:03.316503
stat_00027113,shelter_0075,2024-12-19 15:09:03.316503,154,0.951,0,0,464,279,0,6,6,2024-12-20 15:08:03.316503
stat_00027114,shelter_0075,2024-12-20 15:09:03.316503,145,0.895,0,9,436,67,0,10,20,2024-12-21 15:08:03.316503
stat_00027115,shelter_0075,2024-12-21 15:09:03.316503,153,0.944,8,0,449,190,0,12,7,2024-12-22 15:08:03.316503
stat_00027116,shelter_0075,2024-12-22 15:09:03.316503,149,0.92,0,4,438,218,0,18,12,2024-12-23 15:08:03.316503
stat_00027117,shelter_0075,2024-12-23 15:09:03.316503,160,0.988,11,0,473,256,0,20,26,2024-12-24 15:08:03.316503
stat_00027118,shelter_0075,2024-12-24 15:09:03.316503,162,1.0,7,0,482,234,0,11,28,2024-12-25 15:08:03.316503
stat_00027119,shelter_0075,2024-12-25 15:09:03.316503,162,1.0,7,0,489,17,0,14,19,2024-12-26 15:08:03.316503
stat_00027120,shelter_0075,2024-12-26 15:09:03.316503,162,1.0,13,0,500,315,0,20,23,2024-12-27 15:08:03.316503
stat_00027121,shelter_0075,2024-12-27 15:09:03.316503,161,0.994,0,1,492,219,0,7,24,2024-12-28 15:08:03.316503
stat_00027122,shelter_0075,2024-12-28 15:09:03.316503,154,0.951,0,7,470,168,0,7,15,2024-12-29 15:08:03.316503
stat_00027123,shelter_0075,2024-12-29 15:09:03.316503,162,1.0,10,0,500,284,0,5,22,2024-12-30 15:08:03.316503
stat_00027124,shelter_0075,2024-12-30 15:09:03.316503,162,1.0,6,0,494,289,1,18,3,2024-12-31 15:08:03.316503
stat_00027125,shelter_0075,2024-12-31 15:09:03.316503,162,1.0,5,0,489,299,0,14,1,2025-01-01 15:08:03.316503
stat_00027126,shelter_0075,2025-01-01 15:09:03.316503,162,1.0,8,0,494,88,0,9,25,2025-01-02 15:08:03.316503
stat_00027127,shelter_0075,2025-01-02 15:09:03.316503,162,1.0,11,0,493,130,0,12,4,2025-01-03 15:08:03.316503
stat_00027128,shelter_0075,2025-01-03 15:09:03.316503,162,1.0,6,0,488,242,0,13,4,2025-01-04 15:08:03.316503
stat_00027129,shelter_0075,2025-01-04 15:09:03.316503,162,1.0,4,0,480,135,0,11,5,2025-01-05 15:08:03.316503
stat_00027130,shelter_0075,2025-01-05 15:09:03.316503,162,1.0,14,0,500,88,0,9,16,2025-01-06 15:08:03.316503
stat_00027131,shelter_0075,2025-01-06 15:09:03.316503,162,1.0,5,0,478,318,1,9,7,2025-01-07 15:08:03.316503
stat_00027132,shelter_0075,2025-01-07 15:09:03.316503,162,1.0,3,0,498,278,0,19,9,2025-01-08 15:08:03.316503
stat_00027133,shelter_0075,2025-01-08 15:09:03.316503,162,1.0,6,0,499,253,0,6,10,2025-01-09 15:08:03.316503
stat_00027134,shelter_0075,2025-01-09 15:09:03.316503,161,0.994,0,1,493,26,0,6,20,2025-01-10 15:08:03.316503
stat_00027135,shelter_0075,2025-01-10 15:09:03.316503,162,1.0,1,0,490,171,0,7,8,2025-01-11 15:08:03.316503
stat_00027136,shelter_0075,2025-01-11 15:09:03.316503,162,1.0,11,0,505,70,0,13,27,2025-01-12 15:08:03.316503
stat_00027137,shelter_0075,2025-01-12 15:09:03.316503,159,0.981,0,3,493,60,0,10,26,2025-01-13 15:08:03.316503
stat_00027138,shelter_0075,2025-01-13 15:09:03.316503,156,0.963,0,3,467,198,1,13,1,2025-01-14 15:08:03.316503
stat_00027139,shelter_0075,2025-01-14 15:09:03.316503,148,0.914,0,8,437,140,0,9,23,2025-01-15 15:08:03.316503
stat_00027140,shelter_0075,2025-01-15 15:09:03.316503,149,0.92,1,0,465,162,0,17,1,2025-01-16 15:08:03.316503
stat_00027141,shelter_0075,2025-01-16 15:09:03.316503,149,0.92,0,0,455,80,1,5,20,2025-01-17 15:08:03.316503
stat_00027142,shelter_0075,2025-01-17 15:09:03.316503,151,0.932,2,0,466,297,0,5,18,2025-01-18 15:08:03.316503
stat_00027143,shelter_0075,2025-01-18 15:09:03.316503,141,0.87,0,10,423,233,0,18,6,2025-01-19 15:08:03.316503
stat_00027144,shelter_0075,2025-01-19 15:09:03.316503,153,0.944,12,0,453,214,0,12,0,2025-01-20 15:08:03.316503
stat_00027145,shelter_0075,2025-01-20 15:09:03.316503,157,0.969,4,0,476,195,0,11,6,2025-01-21 15:08:03.316503
stat_00027146,shelter_0075,2025-01-21 15:09:03.316503,162,1.0,5,0,483,165,0,13,5,2025-01-22 15:08:03.316503
stat_00027147,shelter_0075,2025-01-22 15:09:03.316503,156,0.963,0,6,474,47,0,15,5,2025-01-23 15:08:03.316503
stat_00027148,shelter_0075,2025-01-23 15:09:03.316503,153,0.944,0,3,464,247,0,7,6,2025-01-24 15:08:03.316503
stat_00027149,shelter_0075,2025-01-24 15:09:03.316503,162,1.0,15,0,481,208,0,7,11,2025-01-25 15:08:03.316503
stat_00027150,shelter_0075,2025-01-25 15:09:03.316503,161,0.994,0,1,478,143,0,18,21,2025-01-26 15:08:03.316503
stat_00027151,shelter_0075,2025-01-26 15:09:03.316503,162,1.0,3,0,498,295,0,11,30,2025-01-27 15:08:03.316503
stat_00027152,shelter_0075,2025-01-27 15:09:03.316503,162,1.0,2,0,486,245,0,10,12,2025-01-28 15:08:03.316503
stat_00027153,shelter_0075,2025-01-28 15:09:03.316503,159,0.981,0,3,490,95,0,15,2,2025-01-29 15:08:03.316503
