시설구분코드|시설코드|시설명|시설규모|대피가능인원수|관리기관명|관리기관전화번호|시설주소도로명|경도|위도|개방여부|지상지하구분
지진|S200300162|에덴아파트 전체동 지하주차장 1층|3088|3743|대구광역시 북구청|053-665-4310|대구광역시 북구 구암로22길 14 (태전동, 칠곡에덴타운)|128.55166666666668|35.93111111111111|Y|1
지진|S200300102|삼진목화아파트 지하주차장 1층|483|585|대구광역시 북구청|053-665-4310|대구광역시 북구 대천로9길 15 (읍내동, 삼진목화아파트)|128.55444444444444|35.93888888888888|Y|1
지진|S200300113|산호한양아파트 303, 307동 지하주차장 1층|1145|1387|대구광역시 북구청|053-665-4310|대구광역시 북구 대천로7길 40, 302동 (읍내동, 칠곡산호한양아파트)|128.55583333333334|35.94083333333333|Y|1
지진|S200300110|공작한양아파트 104, 106동 지하주차장 1층|4550|5515|대구광역시 북구청|053-665-4310|대구광역시 북구 구암로21길 38, 104동 (읍내동, 칠곡1차(공작)한양아파트)|128.5536111111111|35.934999999999995|Y|1
지진|S201200004|칠곡e편한세상 지하주차장 1~2층|1615|1957|대구광역시 북구청|053-665-4310|대구광역시 북구 칠곡중앙대로 598 (읍내동, 칠곡e-편한세상)|128.55333333333334|35.94944444444444|Y|1
지진|S200900001|칠곡1차한라하우젠트 지하주차장 1층|1676|2031|대구광역시 북구청|053-665-4310|대구광역시 북구 학남로 10(학정동, 칠곡1차 한라하우젠트)|128.56583333333336|35.948611111111106|Y|1
지진|S202300001|힐스테이트데시앙 도남1단지 지하주차장 1층|11789|14289|대구광역시 북구청|053-665-4310|대구광역시 북구 도남길 76(국우동, 힐스테이트 데시앙 도남1단지)|128.5822222222222|35.95444444444445|N|1
지진|S201400001|칠곡3차보성타운 101동,103동 지하주차장 1층|2990|3624|대구광역시 북구청|053-665-4310|대구광역시 북구 칠곡중앙대로126길 7-12, 102동 (읍내동, 칠곡3차보성타운)|128.5552777777778|35.95111111111111|Y|1
지진|S201700001|칠곡시장 지하주차장 1층|1826|2213|대구광역시 북구청|053-665-4310|대구광역시 북구 칠곡중앙대로 526 (읍내동)|128.5513888888889|35.94277777777778|Y|1
지진|S201900001|효성해링턴 플레이스 102동 지하주차장 1층|13829|16762|대구광역시 북구청|053-665-4310|대구광역시 북구 관음로 295 (읍내동, 학정역효성해링턴플레이스)|128.55194444444444|35.95416666666667|Y|1
지진|S199500064|성광우방아파트 지하주차장1층|5620|6812|대구광역시 북구청|053-665-4310|대구광역시 북구 호암로 20 (칠성동2가, 성광우방타운)|128.59222222222223|35.88194444444444|Y|1
지진|S198800001|삼성생명빌딩 지하1층~2층|3172|3844|대구광역시 중구청|053-661-2250|대구광역시 중구 국채보상로 528 (하서동, 삼성생명빌딩)|128.58833333333334|35.87|Y|1
한파|E198400001|경상감영공원|500|500|대구광역시 중구청|053-661-2250|대구광역시 중구 경상감영길 99 (포정동, 감영공원)|128.5927777777778|35.87222222222222|Y|0
지진해일|E197600002|브라운도트호텔|200|200|대구광역시 중구청|053-661-2250|대구광역시 중구 북성로 106-6 (향촌동, 뉴대구호텔)|128.5938888888889|35.87416666666667|Y|0
지진해일|E198100001|동아쇼핑|175|175|대구광역시 중구청|053-661-2250|대구광역시 중구 달구벌대로 2085 (덕산동, 동아쇼핑센터)|128.59194444444447|35.86638888888889|Y|0
지진|S198000003|신성미소시티 지하1층~5층|18074|21907|대구광역시 중구청|053-661-2250|대구광역시 중구 달구벌대로 2051 (계산동2가, 신성미소시티아파트)|128.58833333333334|35.86666666666667|Y|1
무더위|E197600001|대구콘서트하우스|350|350|대구광역시 중구청|053-661-2250|대구광역시 중구 태평로 141 (태평로2가, 대구콘서트하우스)|128.59444444444446|35.87583333333333|Y|1
지진|S200400002|삼성금융프라자 지하1층|29897|36238|대구광역시 중구청|053-661-2250|대구광역시 중구 달구벌대로 2095 (덕산동, 삼성생명)|128.5927777777778|35.86638888888889|Y|1
지진|S200600001|메트로센터 지하1층|23321|28267|대구광역시 중구청|053-661-2250|대구광역시 중구 달구벌대로 지하2100, 반월당역 (덕산동)|128.59333333333333|35.864444444444445|Y|1
지진해일|E199100002|서남빌딩|132|132|대구광역시 중구청|053-661-2250|대구광역시 중구 국채보상로 458 (대신동, 서남볼링)|128.58083333333332|35.87027777777778|Y|0
지진|S199100011|대신지하상가 지하1층~2층|9036|10952|대구광역시 중구청|053-661-2250|대구광역시 중구 국채보상로 지하470, 대신지하상가 (대신동)|128.5811111111111|35.870555555555555|Y|1
지진|S201000010|태왕아너스스카이 지하1층~2층|18595|22539|대구광역시 중구청|053-661-2250|대구광역시 중구 달구벌대로 1975 (대신동, 태왕아너스스카이아파트)|128.58027777777778|35.864444444444445|Y|1
지진|S199400003|보성송림맨션 지하주차장 1층|2040|2472|대구광역시 중구청|053-661-2250|대구광역시 중구 남산로4길 91 (남산동, 보성송림아파트)|128.58555555555557|35.86083333333333|Y|1
지진|S201500001|극동스타클래스남산 지하주차장 1층|39687|48105|대구광역시 중구청|053-661-2250|대구광역시 중구 남산로 30 (남산동, 극동 스타클래스 남산)|128.5836111111111|35.85888888888889|Y|1
지진해일|E201800001|시민사우나|160|160|대구광역시 중구청|053-661-2250|대구광역시 중구 달성공원로 2 (대신동)|128.57972222222222|35.87083333333334|N|0
지진|S201100012|대구상인푸르지오아파트 지하1~2층 지하주차장|8510|10315|대구광역시 달서구청|053-667-2890|대구광역시 달서구 상화로 235 (상인동, 대구상인푸르지오)|128.53916666666666|35.81027777777778|Y|1
지진|S199300049|장미아파트4단지 지하1층 지하주차장|2613|3167|대구광역시 달서구청|053-667-2890|대구광역시 달서구 상화로 380 (상인동, 장미아파트)|128.555|35.8075|Y|1
지진|S199400027|수석빌딩 지하1층 지하주차장|216|261|대구광역시 달서구청|053-667-2890|대구광역시 달서구 상화북로 196-6 (상인동)|128.54694444444445|35.81305555555555|Y|1
지진|S199300044|제림아파트 지하1층 지하주차장|4616|5595|대구광역시 달서구청|053-667-2890|대구광역시 달서구 상화북로 196 (상인동, 상인제림아파트)|128.54722222222222|35.81333333333333|Y|1
지진|S199300046|비둘기아파트1.2단지 지하1층 지하주차장|4375|5303|대구광역시 달서구청|053-667-2890|대구광역시 달서구 상화로 371 (상인동, 상인비둘기1단지아파트)|128.55416666666667|35.80916666666666|Y|1
지진|S199300045|평광아파트 지하1층 지하주차장|3616|4383|대구광역시 달서구청|053-667-2890|대구광역시 달서구 상인서로 3 (상인동, 상인평광맨션)|128.54694444444445|35.81166666666666|Y|1
지진|S199300047|은행아파트 지하1층 주자창|2145|2600|대구광역시 달서구청|053-667-2890|대구광역시 달서구 월곡로 112 (상인동, 은행아파트)|128.54972222222221|35.8075|Y|1
지진|S199400022|상인동화아이위시아파트 지하1층 지하주차장|5171|6267|대구광역시 달서구청|053-667-2890|대구광역시 달서구 월곡로 171 (상인동, 상인동화아이위시)|128.54527777777778|35.81111111111111|Y|1
지진|S201600003|테크노폴리스 힐데스하임 아파트 지하주차장 1층|11614|14077|대구광역시 달성군청|053-668-2890|대구광역시 달성군 유가읍 테크노북로9길 42|128.46805555555557|35.69333333333333|Y|1
지진|S201700044|테크노폴리스 하나리움퀸즈파크 아파트 지하주차장 1층|15595|18903|대구광역시 달성군청|053-668-2890|대구광역시 달성군 유가읍 테크노북로 164|128.46194444444444|35.69638888888888|Y|1
지진|S201700045|테크노폴리스 남해오네뜨2차 아파트 지하주차장 1층|6972|8450|대구광역시 달성군청|053-668-2890|대구광역시 달성군 유가읍 테크노대로5길 57|128.46444444444444|35.69444444444444|Y|1
지진|S201700046|테크노폴리스 반도유보라아이비파크 아파트 지하주차장 1층|14505|17581|대구광역시 달성군청|053-668-2890|대구광역시 달성군 유가읍 테크노대로 195|128.46805555555557|35.69027777777777|Y|1
지진|E201900007|비슬산 게르마늄스파(1)|268|268|대구광역시 달성군청|053-668-2890|대구광역시 달성군 유가읍 테크노순환로12길 4|128.47027777777777|35.69333333333333|Y|0
지진|E201900008|비슬산 게르마늄스파(2)|154|154|대구광역시 달성군청|053-668-2890|대구광역시 달성군 유가읍 테크노순환로12길 4|128.47027777777777|35.69333333333333|Y|0
지진|E202100003|아젤리아호텔|90|90|대구광역시 달성군청|053-668-2890|대구광역시 달성군 유가읍 일연선사길 10|128.50611111111112|35.69222222222222|Y|0
지진|S201700047|테크노폴리스 호반베르디움 THE CLASS 아파트 B1|10061|12195|대구광역시 달성군청|053-668-2890|대구광역시 달성군 유가읍 테크노대로5길 80|128.46805555555557|35.69555555555555|Y|1
지진|S201700048|테크노폴리스 호반베르디움 아파트 지하주차장 1층|10061|12195|대구광역시 달성군청|053-668-2890|대구광역시 달성군 유가읍 테크노대로5길 58|128.46722222222223|35.693888888888885|Y|1
지진|S201700057|테크노폴리스 우미린 더포레스트 아파트 지하주차장 1층|8696|10540|대구광역시 달성군청|053-668-2890|대구광역시 달성군 유가읍 테크노북로9길 16|128.46499999999997|35.69305555555555|Y|1
지진|S201700058|테크노폴리스 화성파크드림 아파트 지하주차장 1층|9960|12072|대구광역시 달성군청|053-668-2890|대구광역시 달성군 유가읍 테크노북로 165|128.46194444444444|35.698055555555555|Y|1
지진|S201700059|테크노폴리스 진아리채 아파트 지하주차장 1층|8283|10040|대구광역시 달성군청|053-668-2890|대구광역시 달성군 유가읍 테크노대로5길 79|128.46499999999997|35.69583333333333|Y|1
지진|S201700060|테크노폴리스 제일풍경채센트럴 아파트 지하주차장 1층|11118|13476|대구광역시 달성군청|053-668-2890|대구광역시 달성군 유가읍 테크노대로 165|128.46444444444444|35.69138888888889|Y|1
지진|S201600004|달성화성파크드림 아파트 지하주차장 1~2층|13558|16433|대구광역시 달성군청|053-668-2890|대구광역시 달성군 구지면 과학마을로2길 6 (달성화성파크드림)|128.41444444444446|35.65361111111111|Y|1
지진|S201700037|과학마을청아람 아파트 지하주차장 1층|8162|9893|대구광역시 달성군청|053-668-2890|대구광역시 달성군 구지면 과학마을로 70|128.42055555555555|35.655833333333334|Y|1
지진|S201700038|대구국가산단반도유보라1.0 아파트 지하주차장 1~2층|11006|13340|대구광역시 달성군청|053-668-2890|대구광역시 달성군 구지면 과학마을로3길 14|128.41944444444442|35.65611111111111|Y|1
지진|E201900005|해양머드온천랜드(1)|220|220|대구광역시 달성군청|053-668-2890|대구광역시 달성군 구지면 달성2차동1로 99|128.41944444444442|35.64|Y|0
지진|E201900006|해양머드온천랜드(2)|95|95|대구광역시 달성군청|053-668-2890|대구광역시 달성군 구지면 달성2차동1로 99|128.41944444444442|35.64|Y|0
지진|E202300001|지능형자동차부품진흥원|225|225|대구광역시 달성군청|053-668-2890|대구광역시 달성군 구지면 국가산단서로 201|128.4052777777778|35.645833333333336|Y|0
한파|E199800002|정부지원 비상급수시설(다사읍사무소내)|250|250|대구광역시 달성군청|053-668-2890|대구광역시 달성군 다사읍 매곡로 7-0|128.45388888888888|35.86194444444445|Y|0
지진|E199800003|민간시설(서재목욕탕)|310|310|대구광역시 달성군청|053-668-2890|대구광역시 달성군 다사읍 서재로 141|128.49666666666664|35.876111111111115|Y|0
지진|E201100002|휴림원 목욕탕|300|300|대구광역시 달성군청|053-668-2890|대구광역시 달성군 다사읍 죽곡1길 16-6|128.4633333333333|35.85722222222223|Y|0
지진|E201700001|(주)선샤인 스포츠1|220|220|대구광역시 달성군청|053-668-2890|대구광역시 달성군 다사읍 대실역북로2길 8-6|128.46666666666667|35.8575|Y|0
지진|E201700002|(주)선샤인 스포츠2|130|130|대구광역시 달성군청|053-668-2890|대구광역시 달성군 다사읍 대실역북로2길 8-6|128.46666666666667|35.8575|Y|0
지진|E201400001|청수목욕탕|90|90|대구광역시 달성군청|053-668-2890|대구광역시 달성군 화원읍 화원로7길 69|128.4958333333333|35.805277777777775|Y|0
지진|S199600001|한빛아파트 지하주차장 1층|908|1100|대구광역시 달성군청|053-668-2890|대구광역시 달성군 화원읍 비슬로491길 13 (성화한빛아파트)|128.48583333333332|35.79805555555556|Y|1
지진|S201500001|대곡역 그린빌 지하주차장 1~2층|3278|3973|대구광역시 달성군청|053-668-2890|대구광역시 달성군 화원읍 명천로 57 (대곡역그린빌)|128.5125|35.80472222222222|Y|1
지진|S201700054|진흥더블파크 지하주차장 1~2층|11122|13481|대구광역시 달성군청|053-668-2890|대구광역시 달성군 다사읍 서재로24길 29 (신성서진흥더블파크)|128.49916666666667|35.87222222222222|Y|1
지진|S201700055|대실역동화아이위시 지하주차장 1층|15852|19214|대구광역시 달성군청|053-668-2890|대구광역시 달성군 다사읍 대실역북로 55 (대실역동화아이위시)|128.46722222222223|35.86194444444445|Y|1
지진해일|E200700006|대천목욕탕|250|250|대구광역시 북구청|053-665-3900|대구광역시 북구 팔거천서로 157-16 (읍내동)|128.55444444444444|35.93833333333333|Y|1
지진|S200500012|동아아울렛강북점 본관 지하주차장 1~4층|8643|10476|대구광역시 북구청|053-665-4310|대구광역시 북구 칠곡중앙대로 416 (읍내동, 동아아울렛 강북점)|128.54916666666668|35.933055555555555|Y|1
지진해일|E200900008|동아아울렛 강북점 지하5층|300|300|대구광역시 북구청|053-665-3900|대구광역시 북구 칠곡중앙대로 416 (읍내동, 동아아울렛 강북점)|128.54888888888888|35.93277777777777|Y|1
지진해일|E201200004|칠곡시티월드사우나 지하1층|210|210|대구광역시 북구청|053-665-3900|대구광역시 북구 대천로 31 (읍내동)|128.55305555555557|35.93805555555555|Y|1
지진|E202200001|죽전역|342|342|대구광역시 달서구청|053-667-2890|대구광역시 달서구 달구벌대로 지하1665, 대구지하철2호선 감삼역 (감삼동)|128.54777777777778|35.85416666666667|Y|1
무더위|E199500002|채정공원|290|290|대구광역시 달서구청||대구광역시 달서구 월곡로26안길 27 (상인동)|128.55027777777778|35.809444444444445|Y|0
한파|E199900003|청소년수련관|350|350|대구광역시 달서구청||대구광역시 달서구 상화로 420 (상인동)|128.55944444444447|35.80722222222222|Y|0
지진해일|E199600005|대림자원주식회사|250|250|대구광역시 달서구청|053-667-2890|대구광역시 달서구 문화회관9길 83 (장동)|128.51972222222224|35.838055555555556|Y|1
지진|S200600040|장기초록나라 지하주차장 1층|5589|6774|대구광역시 달서구청|053-667-2890|대구광역시 달서구 한들로 55 (장기동, 장기초록나라)|128.52944444444447|35.84583333333334|Y|1
지진|S201000001|성당코오롱하늘채 지하1~2층 지하주차장|8014|9713|대구광역시 달서구청|053-667-2890|대구광역시 달서구 장기로 160 (감삼동, 성당코오롱하늘채)|128.54305555555555|35.844166666666666|Y|1
지진|S201300002|삼정브리티시용산 지하1층~3층 지하주차장|1880|2278|대구광역시 달서구청|053-667-2890|대구광역시 달서구 달구벌대로 1530 (감삼동, 삼정브리티시용산)|128.53333333333336|35.848888888888894|Y|1
지진|S200600041|영남네오빌비스타 지하주차장 1층|1886|2286|대구광역시 달서구청|053-667-2890|대구광역시 달서구 대명천로 250 (장기동, 영남네오빌비스타)|128.53305555555556|35.842222222222226|Y|1
지진|S200600042|장기파랑새마을 지하주차장 1층|6805|8248|대구광역시 달서구청|053-667-2890|대구광역시 달서구 한들로 70 (장기동, 장기파랑새마을)|128.52694444444447|35.84527777777778|Y|1
지진해일|E201000008|(주)동서개발-장기초록나라|243|243|대구광역시 달서구청|053-667-2890|대구광역시 달서구 한들로 55 (장기동, 장기초록나라)|128.52944444444447|35.845555555555556|Y|1
지진해일|E201000009|(주)우방개발-장기파랑새마을|336|336|대구광역시 달서구청|053-667-2890|대구광역시 달서구 한들로 70 (장기동, 장기파랑새마을)|128.52694444444447|35.84527777777778|Y|1
무더위|E200600003|달서아트센터|240|240|대구광역시 달서구청|053-667-2890|대구광역시 달서구 문화회관길 160 (장기동, 웃는얼굴아트센터)|128.5227777777778|35.843333333333334|Y|0
한파|E198800002|궁전공원|95|95|대구광역시 달서구청|053-667-2890|대구광역시 달서구 용산로12길 85 (장기동)|128.53555555555556|35.84277777777778|Y|0
지진|S201400002|VPHC(구_평화발레오) 지하1층 구내식당|1126|1364|대구광역시 달서구청|053-667-2890|대구광역시 달서구 성서로 236 (장동, 평화발레오)|128.50805555555556|35.83888888888889|Y|1
지진|S201400003|대구환경공단 성서사업소 지하1층 탁구장|80|96|대구광역시 달서구청|053-667-2890|대구광역시 달서구 성서공단로 257 (장동, 대구환경공단성서사업소)|128.51166666666666|35.83694444444445|Y|1
지진해일|E199500004|성안오피스텔|50|50|대구광역시 달서구청|053-667-2890|대구광역시 달서구 달구벌대로 1834 (두류동, 성안오피스텔건물)|128.5652777777778|35.86|Y|1
지진|E199400006|(주)이월드|400|400|대구광역시 달서구청|053-667-2890|대구광역시 달서구 두류공원로 200 (두류동)|128.56|35.855000000000004|Y|0
지진|S198600011|삼희빌딩 지하주차장 1층|462|560|대구광역시 달서구청|053-667-2890|대구광역시 달서구 달구벌대로 1780 (두류동)|128.55972222222223|35.858333333333334|Y|1
지진|S200600043|영남네오빌파크 지하1층 주차장|7199|8726|대구광역시 달서구청|053-667-2890|대구광역시 달서구 한들로 36 (장기동, 영남네오빌파크)|128.5263888888889|35.847500000000004|Y|1
지진해일|E201300003|(주)금복주|280|280|대구광역시 달서구청|053-667-2890|대구광역시 달서구 성서로 276 (장동)|128.50833333333333|35.8425|Y|1
지진|E199800003|대구보건고등학교|200|200|대구광역시 달서구청|053-667-2890|대구광역시 달서구 두류남길 10, 대구보건고등학교, 구남중학교 (두류동)|128.57361111111112|35.85805555555556|Y|0
지진|S199900001|현대해상화재보험 지하 3층 주차장|2310|2800|대구광역시 달서구청|053-667-2890|대구광역시 달서구 달구벌대로 1790 (두류동, 현대해상빌딩)|128.56083333333333|35.85861111111111|Y|1
지진|S202100001|대구연경 LH천년나무1단지 지하주차장 1층|1850|2242|대구광역시 북구청|053-665-4310|대구광역시 북구 동화천로 280 (연경동, 대구연경엘에이치천년나무1단지)|128.62222222222223|35.941111111111105|N|1
지진|S199200001|성안오피스텔 지하주차장 2층|1663|2015|대구광역시 달서구청|053-667-2890|대구광역시 달서구 달구벌대로 1834 (두류동, 성안오피스텔건물)|128.5652777777778|35.86|Y|1
무더위|E199500001|토끼와거북이공원|160|160|대구광역시 달서구청|053-667-2890|대구광역시 달서구 월배로85길 16 (송현동)|128.55194444444444|35.83277777777778|Y|0
한파|E200100003|용산공원|230|230|대구광역시 달서구청||대구광역시 달서구 용산로 205 (용산동)|128.52861111111113|35.85611111111111|Y|0
지진|S200300025|용산1차서한화성아파트 지하주차장 1층|2863|3470|대구광역시 달서구청|053-667-2890|대구광역시 달서구 장산로 10 (용산동, 용산1차서한화성타운아파트)|128.53|35.85444444444445|Y|1
지진|S200600048|용산영남타운 지하주차장 1층|5204|6307|대구광역시 달서구청|053-667-2890|대구광역시 달서구 용산로 266 (용산동, 용산영남타운)|128.53250000000003|35.86055555555556|Y|1
지진|S200600045|용산롯데캐슬그랜드 지하주차장 1층|4959|6010|대구광역시 달서구청|053-667-2890|대구광역시 달서구 장산남로 33 (용산동, 용산롯데캐슬그랜드)|128.52611111111113|35.85111111111111|Y|1
지진|S199000002|국민건강보험공단 지하2층|312|378|대구광역시 달서구청|053-667-2890|대구광역시 달서구 두류공원로 264 (두류동, 국민건강보험공단대구달서지사)|128.55833333333334|35.856944444444444|Y|1
지진|S200600046|용산우방타운 지하주차장 1층|1174|1423|대구광역시 달서구청|053-667-2890|대구광역시 달서구 용산로 174 (용산동, 용산우방타운)|128.5313888888889|35.85305555555556|Y|1
지진|S200600047|용산파크타운 지하주차장 1층|2945|3569|대구광역시 달서구청|053-667-2890|대구광역시 달서구 용산로 259 (용산동, 용산파크타운)|128.52944444444447|35.86055555555556|Y|1
지진|S200600051|용산2차서한화성아파트 지하주차장 1층|7870|9539|대구광역시 달서구청|053-667-2890|대구광역시 달서구 용산큰못길 30 (용산동, 용산2차서한화성아파트)|128.52805555555557|35.86|Y|1
지진|S200600052|용산2차우방타운 지하주차장 1층|5478|6640|대구광역시 달서구청|053-667-2890|대구광역시 달서구 용산서로 38 (용산동, 용산2차우방타운)|128.52611111111113|35.85777777777778|Y|1
지진|S200600053|용산청구타운 지하주차장 1층|7708|9343|대구광역시 달서구청|053-667-2890|대구광역시 달서구 용산서로 22 (용산동, 용산청구타운)|128.5275|35.85777777777778|Y|1
지진|S200600056|용산보성타운 지하주차장 1층|8745|10600|대구광역시 달서구청|053-667-2890|대구광역시 달서구 용산서로 37 (용산동, 용산보성타운)|128.5263888888889|35.85666666666667|Y|1
지진|E201000004|용산법조빌딩|200|200|대구광역시 달서구청|053-667-2890|대구광역시 달서구 장산남로 21 (용산동, 법조빌딩)|128.52805555555557|35.85166666666667|Y|1
지진|S200600072|도시철도 반고개역 지하1층~3층|2270|2751|대구광역시 달서구청|053-667-2890|대구광역시 달서구 달구벌대로 지하1900, 대구지하철2호선 반고개역 (두류동)|128.5727777777778|35.86222222222222|Y|1
지진|S201000015|책임크레텍 지하1층|247|299|대구광역시 중구청|053-661-2250|대구광역시 중구 달성로 100, 크레텍책임(주) 101동 지하1층 (인교동)|128.5825|35.87416666666667|Y|1
지진|S199200032|드림상호저축은행 지하1층|3671|4449|대구광역시 중구청|053-661-2250|대구광역시 중구 국채보상로 645 (동인동2가, 드림상호저축은행)|128.6013888888889|35.87027777777778|Y|1
지진|S199900002|대구광역시 중구청 지하1층~2층|2466|2989|대구광역시 중구청|053-661-2250|대구광역시 중구 국채보상로139길 1 (동인동2가, 중구청)|128.60611111111112|35.86944444444445|Y|1
지진|S201100004|동인삼정그린코아 지하1층~2층|6584|7980|대구광역시 중구청|053-661-2250|대구광역시 중구 동덕로30길 53 (동인동4가, 동인동삼정그린코아아파트)|128.60694444444445|35.8675|Y|1
지진|S200300024|대구광역시청 지하1층|1613|1955|대구광역시 중구청|053-661-2250|대구광역시 중구 공평로 88 (동인동1가, 대구광역시청)|128.6011111111111|35.87138888888889|Y|1
지진|S199200031|MS재건병원 지하1층|789|956|대구광역시 중구청|053-661-2250|대구광역시 중구 동덕로 194, MS재건병원 (동인동1가)|128.605|35.871944444444445|Y|1
지진|S199300014|KT대구지사 지하1층|11183|13555|대구광역시 중구청|053-661-2250|대구광역시 중구 동덕로 167 (동인동2가, KT 대구지사(동인동우체국))|128.6036111111111|35.86972222222222|Y|1
지진|S201100008|삼승슈퍼타워 지하1층|2872|3481|대구광역시 중구청|053-661-2250|대구광역시 중구 신암로 6 (동인동1가, 삼승슈퍼타워아파트)|128.6052777777778|35.87305555555555|Y|1
지진|S201700001|국채보상공원 지하주차장 1층~3층|20710|25103|대구광역시 중구청|053-661-2250|대구광역시 중구 공평로10길 25-0 (동인동2가)|128.60166666666666|35.86833333333333|Y|1
지진|S200800002|남산그린타운 지하주차장 1층~2층|26273|31846|대구광역시 중구청|053-661-2250|대구광역시 중구 달구벌대로 1950 (남산동, 남산그린타운)|128.57805555555555|35.862500000000004|Y|1
지진|S200800001|남산휴먼시아1단지 지하주차장 1층~2층|11657|14129|대구광역시 중구청|053-661-2250|대구광역시 중구 달구벌대로 1960 (남산동, 남산휴먼시아1단지아파트)|128.57833333333332|35.862500000000004|Y|1
지진|S201000026|청라 센트럴파크 지하주차장 1층~2층|12471|15116|대구광역시 중구청|053-661-2250|대구광역시 중구 달구벌대로 1970(남산동, 청라 센트럴파크)|128.57972222222222|35.86388888888889|Y|1
지진|S199300020|보성황실아파트 지하주차장 1층|10507|12735|대구광역시 중구청|053-661-2250|대구광역시 중구 남산로13길 17 (남산동, 보성황실아파트)|128.58138888888888|35.861666666666665|Y|1
무더위|E199500002|남산어린이공원|542|542|대구광역시 중구청|053-661-2250|대구광역시 중구 남산로1길 42 (남산동, 남산4동주민센터)|128.58055555555555|35.858333333333334|Y|0
지진|S201800001|대구역센트럴자이 지하1층~2층|38493|46658|대구광역시 중구청|053-661-2250|대구광역시 중구 서성로 99, 지하1층 (수창동, 대구역센트럴자이)|128.58777777777777|35.87583333333333|Y|1
지진|S199000004|대건고등학교 지하1층|2323|2815|대구광역시 달서구청|053-667-2890|대구광역시 달서구 월곡로94길 46, 대건중,고등학교 (월성동)|128.5277777777778|35.83416666666667|Y|1
지진해일|E200900008|장수탕|250|250|대구광역시 달서구청|053-667-2890|대구광역시 달서구 와룡로5길 41 (본동)|128.53444444444443|35.834722222222226|Y|1
지진|S201600009|파라다이스웨딩 지하 1층(주차장)|1865|2260|대구광역시 달서구청|053-667-2890|대구광역시 달서구 구마로 52 (본동, 파라다이스웨딩컨벤션)|128.53333333333336|35.83694444444445|Y|1
지진|S199300011|삼성공업 지하1층|330|400|대구광역시 달서구청|053-667-2890|대구광역시 달서구 성서공단로58길 30(월암동)|128.51388888888889|35.833333333333336|Y|1
지진|S199500007|달서우체국 지하1층|232|281|대구광역시 달서구청|053-667-2890|대구광역시 달서구 학산로 65, 대구달서우체국 (월성동)|128.53444444444443|35.830555555555556|Y|1
한파|E198800004|삼화아파트내 민방위 비상급수시설|300|300|대구광역시 동구청|053-662-2640|대구광역시 동구 화랑로11길 45 (신천동, 삼화아파트)|128.63055555555556|35.87361111111111|Y|0
지진|E200100005|신기동 안심주공3단지내 민방위 비상급수시설|212|212|대구광역시 동구청|053-662-2640|대구광역시 동구 율하동로 76 (신기동, 안심주공3단지임대아파트)|128.70444444444442|35.86527777777778|Y|1
지진|E200100006|율하동 안심주공1단지내 민방위 비상급수시설|246|246|대구광역시 동구청|053-662-2640|대구광역시 동구 안심로22길 3 (율하동, 안심주공1단지임대아파트)|128.69805555555556|35.865833333333335|Y|1
지진|E201900001|율하체육공원 민방위 비상급수시설|390|390|대구광역시 동구청|053-662-2640|대구광역시 동구 금호강변로 278 (율하동)|128.69416666666666|35.86|Y|0
지진|E200100004|봉무동 청구새들마을내 민방위 비상급수시설|200|200|대구광역시 동구청|053-662-2640|대구광역시 동구 팔공로 322-5 (봉무동)|128.64222222222222|35.928888888888885|Y|1
무더위|E200400001|동구아양아트센터 민방위 비상급수시설|100|100|대구광역시 동구청|053-662-2640|대구광역시 동구 효동로2길 24 (효목동, 아양아트센터)|128.65194444444444|35.87972222222222|Y|1
한파|E200300017|태왕메트로시티내(지하502호) 민방위 비상급수시설|300|300|대구광역시 동구청|053-662-2640|대구광역시 동구 동북로 500 (효목동, 태왕메트로시티)|128.64027777777778|35.880833333333335|Y|1
한파|E200300016|태왕메트로시티내(지하501호) 민방위 비상급수시설|200|200|대구광역시 동구청|053-662-2640|대구광역시 동구 동북로 500 (효목동, 태왕메트로시티)|128.64027777777778|35.880833333333335|Y|1
한파|E198200001|(구)효목가압장내 민방위 비상급수시설|700|700|대구광역시 동구청|053-662-2640|대구광역시 동구 효신로16길 120 (효목동)|128.63583333333332|35.88055555555555|Y|0
한파|E198400003|수도산밑 용계동 민방위 비상급수시설|500|500|대구광역시 동구청|053-662-2640|대구광역시 동구 용계로6길 5 (용계동)|128.69861111111112|35.876111111111115|Y|0
지진|E202000001|신세계휴랜드(1호공) 비상급수시설|500|500|대구광역시 동구청|053-662-2640|대구광역시 동구 화랑로91길 14, 신세계사우나 (용계동)|128.67472222222221|35.87694444444445|Y|1
지진|E202000002|신세계휴랜드(2호공) 비상급수시설|130|130|대구광역시 동구청|053-662-2640|대구광역시 동구 화랑로91길 14, 신세계사우나 (용계동)|128.67472222222221|35.87694444444445|Y|1
지진|E200000004|신천가람아파트내 민방위 비상급수시설|576|576|대구광역시 동구청|053-662-2640|대구광역시 동구 신암로16길 16 (신암동)|128.60944444444445|35.876111111111115|Y|1
무더위|E201300001|신천자이아파트내 민방위 비상급수시설|300|300|대구광역시 동구청|053-662-2640|대구광역시 동구 신암로16길 25 (신천동)|128.61111111111111|35.87722222222222|Y|0
한파|E198200002|지저동 K-2 양수장내 민방위 비상급수시설|1500|1500|대구광역시 동구청|053-662-2640|대구광역시 동구 아양로 352 (입석동)|128.64555555555555|35.894999999999996|Y|0
